,aircrafttype,filed_airspeed_kts,filed_altitude,origin,destination,filed_departuretime_hr,estimatedarrivaltime_hr,airline,dep_delay_min,diff_flt,aircraft_manuf,cloud_altitude,temp,dewpoint,visibility,wind_speed,gust_speed,delay
1637,0,471,340,17,9,16,17,2,-5.433333333333334,-68.0,0,14000.0,30.0,30.0,10.0,8.0,14.0,0
1638,1,462,340,17,9,16,17,2,3.8833333333333333,-3.88333333333334,1,25000.0,34.0,34.0,10.0,11.0,18.0,0
1649,2,471,294,19,16,19,20,0,-0.5666666666666667,-2.950000000000003,1,20000.0,26.0,26.0,10.0,15.0,0.0,0
1650,2,437,280,15,6,17,18,0,9.0,-3.56666666666667,1,8000.0,24.0,24.0,10.0,5.0,0.0,0
1651,2,484,270,19,16,19,23,0,128.0,10.583333333333329,1,8000.0,21.0,21.0,10.0,6.0,0.0,0
1652,2,436,280,15,6,17,20,0,145.0,-6.0,1,16000.0,32.0,32.0,6.0,14.0,0.0,0
1671,2,413,240,17,6,22,23,0,12.666666666666664,-2.6666666666666643,1,22000.0,28.0,28.0,10.0,6.0,16.0,0
1672,2,477,270,19,12,20,21,0,23.15,-14.56666666666667,1,20000.0,26.0,26.0,10.0,14.0,0.0,0
1673,2,428,240,17,6,22,23,0,25.766666666666666,-11.033333333333333,1,10000.0,32.0,32.0,10.0,7.0,0.0,0
1674,2,462,270,19,12,20,20,0,4.7,-9.700000000000003,1,12000.0,22.0,22.0,10.0,11.0,0.0,0
1682,6,448,360,4,109,20,22,3,4.083333333333333,4.916666666666671,3,200.0,14.0,14.0,0.25,4.0,0.0,0
1683,6,448,268,19,106,18,19,3,3.25,2.950000000000003,3,20000.0,23.0,23.0,10.0,10.0,0.0,0
1694,24,448,350,19,1,19,23,2,-3.0,-201.0,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
1711,27,300,290,23,124,16,18,15,5.716666666666668,-5.716666666666669,4,6500.0,23.0,23.0,10.0,9.0,0.0,0
1715,27,295,260,17,105,13,16,15,49.26666666666666,4.983333333333333,4,10000.0,32.0,32.0,10.0,8.0,0.0,0
1724,1,460,330,19,0,19,0,4,4.6,-2.8833333333333258,1,12000.0,22.0,22.0,10.0,11.0,0.0,0
1736,0,385,310,19,12,19,20,2,5.45,1.5499999999999972,0,20000.0,26.0,26.0,10.0,15.0,0.0,0
1737,7,486,270,19,12,19,20,2,-4.616666666666666,-6.383333333333333,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
1759,30,481,187,19,115,19,4,35,39.38333333333333,7.53333333333336,1,12000.0,22.0,22.0,10.0,11.0,0.0,0
1775,14,479,320,19,108,19,1,1,-2.033333333333333,-4.416666666666687,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
1786,4,402,180,3,19,19,20,0,20.733333333333334,-17.733333333333334,1,3900.0,29.0,29.0,10.0,7.0,0.0,0
1787,4,412,190,3,19,19,20,0,-0.43333333333333335,-18.566666666666674,1,2900.0,28.0,28.0,10.0,8.0,0.0,0
1798,0,446,340,3,1,19,22,0,21.61666666666667,-5.616666666666673,0,3900.0,29.0,29.0,10.0,7.0,0.0,0
1799,0,448,340,3,1,19,22,0,1.0,-171.0,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
1811,0,453,238,3,58,19,21,0,-4.7,-3.299999999999997,0,2900.0,29.0,29.0,10.0,11.0,0.0,0
1812,0,453,370,3,58,19,22,0,24.466666666666665,7.849999999999994,0,2900.0,28.0,28.0,10.0,8.0,0.0,0
1823,0,458,350,3,39,19,22,0,5.166666666666667,7.833333333333344,0,2900.0,29.0,29.0,10.0,11.0,0.0,0
1824,0,449,370,3,39,19,22,0,6.0,-151.0,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
1836,10,475,330,3,23,19,22,8,-0.15,4.349999999999993,2,2900.0,29.0,29.0,10.0,11.0,0.0,0
1837,3,439,340,3,23,19,22,8,9.65,3.8166666666666633,2,2900.0,28.0,28.0,10.0,8.0,0.0,0
1849,9,417,370,3,45,19,21,7,-5.0,-9.0,2,2900.0,29.0,29.0,10.0,11.0,0.0,0
1850,9,423,350,3,45,19,21,7,7.0,-9.016666666666666,2,2900.0,28.0,28.0,10.0,8.0,0.0,0
1862,16,455,320,16,7,16,18,1,6.0,-153.0,0,1100.0,9.0,9.0,10.0,10.0,0.0,0
1863,4,463,350,3,0,19,22,1,29.0,3.4666666666666686,1,2900.0,28.0,28.0,10.0,8.0,0.0,0
1875,11,454,390,3,0,19,22,0,48.88333333333333,4.116666666666674,0,3900.0,29.0,29.0,10.0,7.0,0.0,0
1876,11,452,370,3,0,19,22,0,13.0,9.0,0,2900.0,28.0,28.0,10.0,8.0,0.0,0
1888,2,458,271,11,14,1,7,0,17.55,-0.7833333333333599,1,11000.0,18.0,18.0,10.0,6.0,0.0,0
1889,2,463,320,3,9,18,23,0,12.216666666666667,1.1666666666666856,1,3200.0,31.0,31.0,10.0,12.0,18.0,0
1897,20,468,232,3,98,18,21,29,11.0,-12.01666666666668,1,25000.0,29.0,29.0,10.0,13.0,0.0,0
1898,20,467,258,3,98,18,22,29,23.716666666666665,-1.8333333333333428,1,3100.0,29.0,29.0,10.0,10.0,0.0,0
1910,22,461,282,3,69,19,0,0,46.53333333333333,-10.533333333333333,0,2900.0,28.0,28.0,10.0,8.0,0.0,0
1924,37,495,200,3,92,19,9,31,2.7,30.51666666666665,1,3100.0,29.0,29.0,10.0,10.0,0.0,0
1936,23,497,330,3,51,19,3,0,6.383333333333334,-6.383333333333327,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
1948,11,468,258,3,131,19,23,0,14.133333333333333,3.4166666666666567,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
1961,5,422,280,4,118,8,10,3,54.0,-5.0,3,900.0,13.0,13.0,5.0,4.0,0.0,0
1962,13,452,320,16,132,20,21,3,8.033333333333333,5.4833333333333325,3,18000.0,10.0,10.0,10.0,8.0,0.0,0
1976,5,430,240,16,75,18,19,3,8.0,4.0,3,1200.0,10.0,10.0,10.0,9.0,17.0,0
1978,5,429,240,16,75,18,19,3,0.15,-5.149999999999999,3,30000.0,12.0,12.0,10.0,7.0,0.0,0
1986,1,406,280,16,20,19,21,0,-1.5166666666666666,-10.483333333333334,1,1300.0,9.0,9.0,10.0,8.0,0.0,0
1987,1,454,340,16,20,19,21,0,2.2666666666666666,-0.9666666666666686,1,18000.0,11.0,11.0,10.0,10.0,0.0,0
2002,24,468,320,16,3,19,22,1,3.533333333333333,10.466666666666667,0,1300.0,9.0,9.0,10.0,8.0,0.0,0
2003,24,469,320,16,3,19,22,1,4.383333333333334,8.583333333333343,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
2015,0,444,390,16,2,19,21,1,0.45,8.549999999999997,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
2027,7,468,320,16,16,19,22,1,7.816666666666666,-2.8166666666666638,0,1300.0,9.0,9.0,10.0,8.0,0.0,0
2028,7,472,320,16,16,19,22,1,7.8,16.666666666666654,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
2064,0,464,340,16,46,19,21,1,-3.0,-1.3833333333333258,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
2087,7,473,300,16,80,19,22,1,8.1,-0.9166666666666572,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
2099,32,451,310,12,25,15,17,1,2.0,4.0,4,20000.0,14.0,14.0,10.0,0.0,0.0,0
2100,11,450,266,16,24,19,2,1,10.35,10.449999999999989,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
2101,7,454,370,12,25,16,17,1,-2.333333333333333,0.7666666666666657,0,22000.0,14.0,14.0,10.0,8.0,14.0,0
2109,9,450,320,1,34,15,17,12,14.0,-2.38333333333334,2,25000.0,28.0,28.0,10.0,6.0,0.0,0
2110,9,440,320,1,34,15,17,12,0.0,-3.450000000000003,2,25000.0,29.0,29.0,10.0,7.0,0.0,0
2122,1,465,320,25,82,15,16,1,6.016666666666668,2.9833333333333343,1,25000.0,29.0,29.0,10.0,11.0,14.0,0
2123,14,469,340,20,3,18,1,1,36.53333333333333,4.716666666666639,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
2143,2,460,188,22,0,15,17,1,12.2,-12.25,1,18000.0,30.0,30.0,10.0,7.0,0.0,0
2144,20,469,370,20,24,19,2,1,48.76666666666666,14.233333333333347,1,25000.0,18.0,18.0,10.0,7.0,0.0,0
2145,1,460,350,22,0,15,17,1,-2.1333333333333333,-0.6833333333333371,1,25000.0,33.0,33.0,10.0,12.0,18.0,0
2154,13,455,320,20,8,19,21,15,29.53333333333333,-26.53333333333333,3,25000.0,18.0,18.0,10.0,7.0,0.0,0
2165,0,471,320,20,30,19,1,1,29.53333333333333,1.4666666666666397,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
2178,40,418,210,25,107,15,16,1,13.0,4.116666666666667,6,25000.0,29.0,29.0,10.0,11.0,14.0,0
2179,4,458,360,20,14,19,22,1,34.45,-0.44999999999998863,1,25000.0,18.0,18.0,10.0,7.0,0.0,0
2188,20,461,0,20,129,14,22,36,18.33333333333333,-48.416666666666686,1,3100.0,23.0,23.0,10.0,11.0,0.0,0
2198,1,460,320,20,9,16,22,4,8.983333333333333,-0.6000000000000227,1,4900.0,24.0,24.0,10.0,12.0,0.0,0
2199,1,460,320,20,9,16,22,4,4.516666666666667,-4.449999999999988,1,25000.0,20.0,20.0,10.0,7.0,0.0,0
2211,33,452,370,16,0,15,17,1,0.55,1.9833333333333345,4,1100.0,9.0,9.0,10.0,10.0,0.0,0
2212,11,459,159,20,128,19,2,1,26.65,-7.649999999999977,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
2213,4,452,370,16,0,15,18,1,6.333333333333332,7.5166666666666675,1,19000.0,11.0,11.0,10.0,0.0,0.0,0
2222,2,461,340,20,21,19,1,1,47.63333333333333,13.800000000000011,1,25000.0,18.0,18.0,10.0,7.0,0.0,0
2232,21,473,370,19,0,10,15,1,15.733333333333333,7.2666666666666515,1,11000.0,22.0,22.0,10.0,3.0,0.0,0
2233,34,463,330,20,50,19,4,1,45.0,-7.0,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
2234,11,450,370,19,0,11,15,1,4.75,3.8833333333333258,0,7000.0,18.0,18.0,8.0,3.0,0.0,0
2242,5,453,260,4,81,20,21,15,2.216666666666667,-53.0,3,200.0,14.0,14.0,0.25,3.0,0.0,0
2243,13,473,320,20,7,19,21,15,23.0,2.0,3,25000.0,18.0,18.0,10.0,7.0,0.0,0
2254,11,474,278,20,51,19,2,0,27.15,0.8500000000000227,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
2266,16,447,340,20,5,19,22,1,24.0,-3.0,0,25000.0,21.0,21.0,10.0,14.0,0.0,0
2267,16,454,320,20,5,19,22,1,39.0,-7.0,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
2278,18,442,260,9,23,21,23,7,32.0,-20.183333333333326,2,25000.0,19.0,19.0,10.0,4.0,0.0,0
2288,1,450,220,9,5,19,22,4,-1.0666666666666669,-1.3833333333333258,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
2289,1,460,250,9,5,19,22,4,-2.0,-15.150000000000004,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
2300,2,430,280,3,82,11,12,0,24.016666666666666,3.8666666666666663,1,3500.0,31.0,31.0,10.0,15.0,0.0,0
2306,22,447,380,9,14,19,22,0,10.233333333333333,-1.23333333333332,0,15000.0,23.0,23.0,10.0,9.0,0.0,0
2307,22,455,370,3,22,15,18,0,-2.433333333333333,0.4333333333333371,0,3600.0,31.0,31.0,10.0,10.0,0.0,0
2308,22,447,380,9,14,19,22,0,13.033333333333333,0.9666666666666686,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
2309,22,456,370,3,22,15,18,0,2.85,1.1500000000000057,0,3500.0,30.0,30.0,10.0,12.0,21.0,0
2317,18,439,260,9,7,21,22,7,2.1666666666666665,-7.599999999999994,2,3600.0,23.0,23.0,10.0,4.0,0.0,0
2318,18,438,260,9,7,21,22,7,5.0,-7.333333333333329,2,25000.0,19.0,19.0,10.0,8.0,0.0,0
2328,6,421,200,9,15,19,20,9,6.0,-6.299999999999998,3,15000.0,23.0,23.0,10.0,9.0,0.0,0
2329,6,422,200,9,15,19,20,9,5.816666666666666,-8.5,3,25000.0,19.0,19.0,10.0,7.0,0.0,0
2339,1,462,340,9,1,19,21,2,5.0,2.9000000000000057,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
2340,1,473,300,9,1,19,21,2,6.75,-116.0,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
2352,2,461,122,9,10,19,21,1,8.8,3.3833333333333395,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
2353,16,443,350,4,22,16,17,1,5.0,-70.0,0,9000.0,18.0,18.0,10.0,4.0,0.0,0
2365,42,373,130,9,119,10,11,21,20.95,5.75,4,25000.0,18.0,18.0,10.0,7.0,17.0,0
2368,2,446,360,9,8,19,20,0,6.766666666666668,-29.3,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
2369,2,448,390,2,22,16,17,0,4.75,1.6500000000000057,1,4600.0,28.0,28.0,10.0,6.0,0.0,0
2370,2,443,129,9,8,19,20,0,0.4,-2.7166666666666686,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
2371,2,442,310,2,22,16,17,0,25.11666666666667,0.88333333333334,1,25000.0,28.0,28.0,10.0,7.0,0.0,0
2379,10,429,270,9,89,18,19,18,7.966666666666668,-4.966666666666669,2,25000.0,24.0,24.0,10.0,7.0,0.0,0
2380,10,434,270,9,89,18,18,18,-3.3666666666666667,-9.700000000000003,2,25000.0,20.0,20.0,10.0,9.0,0.0,0
2391,1,478,300,9,18,18,20,25,29.0,11.0,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
2392,1,478,300,9,18,18,20,25,39.0,10.0,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
2404,0,473,151,9,1,18,20,0,-4.05,-0.86666666666666,0,25000.0,24.0,24.0,10.0,7.0,0.0,0
2405,0,443,370,0,22,15,17,0,3.55,-5.549999999999998,0,7000.0,20.0,20.0,10.0,4.0,0.0,0
2406,0,478,280,9,1,18,20,0,-1.05,3.3499999999999943,0,25000.0,20.0,20.0,10.0,9.0,0.0,0
2407,0,445,370,0,22,15,17,0,16.0,-1.0,0,2000.0,17.0,17.0,6.0,5.0,0.0,0
2415,8,470,340,9,1,18,20,2,1.0,-112.0,0,25000.0,24.0,24.0,10.0,7.0,0.0,0
2425,0,458,340,5,9,17,0,10,46.86666666666667,-25.550000000000008,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
2436,19,385,120,5,44,19,20,24,11.0,-0.1666666666666643,4,26000.0,22.0,22.0,10.0,3.0,0.0,0
2438,19,385,120,5,44,19,20,24,4.216666666666667,-22.25,4,25000.0,19.0,19.0,10.0,6.0,0.0,0
2446,8,440,340,5,43,17,22,2,17.0,0.0,0,25000.0,25.0,25.0,10.0,9.0,0.0,0
2447,8,445,360,5,43,17,22,2,16.0,3.0,0,20000.0,20.0,20.0,10.0,7.0,0.0,0
2458,23,474,218,5,123,19,1,2,8.0,-1.0,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
2470,23,478,350,5,85,19,3,2,39.96666666666667,-5.96666666666664,0,25000.0,19.0,19.0,10.0,6.0,0.0,0
2482,8,374,160,21,11,14,16,2,24.0,2.0499999999999967,0,12000.0,19.0,19.0,10.0,11.0,0.0,0
2483,8,479,300,5,80,19,2,2,122.0,2.0,0,25000.0,18.0,18.0,10.0,5.0,0.0,0
2484,7,378,160,21,11,14,15,2,14.966666666666667,-3.9666666666666686,0,22000.0,21.0,21.0,10.0,11.0,16.0,0
2493,14,450,370,5,121,19,1,2,19.666666666666668,-0.6666666666666856,0,25000.0,19.0,19.0,10.0,6.0,0.0,0
2505,0,468,320,5,31,19,1,2,11.033333333333333,-17.03333333333336,0,25000.0,19.0,19.0,10.0,6.0,0.0,0
2516,0,469,340,5,59,19,20,2,9.0,-8.56666666666667,0,26000.0,24.0,24.0,10.0,4.0,0.0,0
2517,0,470,340,5,59,19,20,2,7.366666666666666,-2.3666666666666667,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
2528,3,432,300,5,23,19,20,8,10.916666666666664,-2.216666666666669,2,26000.0,24.0,24.0,10.0,4.0,0.0,0
2529,3,419,240,5,23,19,20,8,2.966666666666667,-11.083333333333336,2,25000.0,19.0,19.0,10.0,8.0,0.0,0
2540,1,375,210,5,2,19,20,2,6.0,15.0,1,26000.0,24.0,24.0,10.0,4.0,0.0,0
2541,1,437,210,5,2,19,20,2,11.0,-45.0,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
2552,15,453,340,5,35,19,20,8,8.466666666666667,-11.466666666666667,2,26000.0,24.0,24.0,10.0,4.0,0.0,0
2553,3,458,340,5,35,19,21,8,38.48333333333333,0.7166666666666686,2,25000.0,19.0,19.0,10.0,6.0,0.0,0
2565,0,443,360,5,5,19,22,2,19.0,-6.0,0,26000.0,24.0,24.0,10.0,4.0,0.0,0
2566,14,444,370,12,11,13,16,2,3.0,3.0,0,12000.0,12.0,12.0,9.0,4.0,0.0,0
2567,0,454,320,14,17,9,12,2,-7.0,-2.9000000000000057,0,24000.0,28.0,28.0,10.0,5.0,0.0,0
2568,0,452,360,5,5,19,21,2,12.633333333333333,-5.633333333333327,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
2569,14,444,370,12,11,13,16,2,13.266666666666667,-5.26666666666668,0,1000.0,8.0,8.0,10.0,3.0,0.0,0
2570,0,464,340,14,17,9,12,2,-2.0,-8.550000000000011,0,1800.0,28.0,28.0,10.0,6.0,0.0,0
2573,7,445,350,0,11,15,17,2,9.983333333333333,2.0166666666666657,0,7000.0,20.0,20.0,10.0,4.0,0.0,0
2575,0,470,320,5,16,19,0,2,6.0,-5.899999999999977,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
2576,1,448,350,0,11,15,17,2,25.0,-6.0,1,2000.0,17.0,17.0,6.0,5.0,0.0,0
2581,1,384,200,5,15,19,20,2,5.0,-3.450000000000003,1,26000.0,24.0,24.0,10.0,4.0,0.0,0
2582,8,352,200,5,15,19,20,2,22.0,-5.0,0,25000.0,19.0,19.0,10.0,6.0,0.0,0
2593,11,463,330,22,52,19,3,1,-10.216666666666667,-11.75,0,25000.0,28.0,28.0,10.0,11.0,0.0,0
2603,0,451,170,22,39,19,22,0,29.7,-0.7000000000000028,0,25000.0,27.0,27.0,10.0,7.0,0.0,0
2604,0,455,370,22,39,19,22,0,34.7,1.2999999999999972,0,25000.0,27.0,27.0,10.0,7.0,0.0,0
2618,44,317,150,22,117,8,8,15,-24.0,0.0,7,25000.0,24.0,24.0,10.0,5.0,0.0,0
2631,0,411,230,22,14,19,20,0,28.43333333333333,-0.43333333333333,0,25000.0,27.0,27.0,10.0,7.0,0.0,0
2632,0,403,190,3,19,17,18,0,36.0,-16.0,0,25000.0,29.0,29.0,10.0,13.0,0.0,0
2633,4,463,210,22,14,19,21,0,69.65,-20.65,1,25000.0,27.0,27.0,10.0,7.0,0.0,0
2634,4,379,180,3,19,17,18,0,5.75,-17.75,1,3500.0,31.0,31.0,10.0,13.0,21.0,0
2642,8,423,140,1,46,13,15,2,101.5,-25.0,0,15000.0,27.0,27.0,10.0,6.0,0.0,0
2643,8,422,140,1,46,13,14,2,-2.0,-1.0,0,25000.0,27.0,27.0,10.0,9.0,0.0,0
2662,2,454,370,22,0,19,21,1,10.6,-1.5999999999999943,1,5000.0,26.0,26.0,8.0,8.0,0.0,0
2663,1,469,234,22,0,19,21,1,-3.083333333333333,8.083333333333343,1,25000.0,28.0,28.0,10.0,11.0,0.0,0
2675,2,477,180,22,18,18,21,19,32.06666666666667,16.78333333333333,1,9500.0,26.0,26.0,10.0,11.0,0.0,0
2676,2,453,370,22,18,18,21,19,72.43333333333334,11.699999999999989,1,25000.0,28.0,28.0,10.0,11.0,0.0,0
2689,0,458,360,22,1,19,21,0,1.4333333333333331,-0.6166666666666742,0,5000.0,26.0,26.0,8.0,8.0,0.0,0
2690,0,449,225,22,1,19,21,0,-5.883333333333334,-2.2833333333333314,0,25000.0,28.0,28.0,10.0,11.0,0.0,0
2713,14,466,218,22,6,19,0,1,-2.2666666666666666,12.783333333333356,0,25000.0,28.0,28.0,10.0,11.0,0.0,0
2724,20,465,390,8,51,17,0,0,-2.533333333333333,4.800000000000012,1,25000.0,23.0,23.0,10.0,7.0,0.0,0
2736,6,450,320,8,42,20,21,5,-0.016666666666666666,-3.9833333333333343,3,26000.0,23.0,23.0,10.0,6.0,0.0,0
2737,6,459,320,8,42,20,21,5,-1.25,-12.38333333333334,3,25000.0,19.0,19.0,10.0,3.0,0.0,0
2748,2,450,360,8,41,19,21,0,2.5166666666666666,-1.4166666666666572,1,26000.0,24.0,24.0,10.0,7.0,0.0,0
2749,2,451,340,8,41,19,21,0,23.83333333333333,-5.349999999999994,1,25000.0,22.0,22.0,10.0,4.0,0.0,0
2761,21,464,370,8,50,18,4,0,138.2,-10.199999999999989,1,99999.0,20.0,20.0,10.0,3.0,0.0,0
2773,20,465,390,8,85,19,2,0,3.433333333333333,-0.4333333333333371,1,25000.0,22.0,22.0,10.0,4.0,0.0,0
2785,1,403,260,8,7,18,19,0,4.583333333333333,-13.666666666666664,1,26000.0,26.0,26.0,10.0,6.0,0.0,0
2786,1,412,260,8,7,18,19,0,2.0,-14.166666666666664,1,25000.0,23.0,23.0,10.0,8.0,0.0,0
2798,9,285,80,8,74,19,19,16,-4.0,-22.0,2,26000.0,24.0,24.0,10.0,7.0,0.0,0
2799,9,284,80,8,74,19,19,16,-7.0,-25.0,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
2810,4,378,230,8,2,19,20,0,23.066666666666666,8.93333333333333,1,26000.0,23.0,23.0,10.0,6.0,0.0,0
2811,2,436,230,8,2,19,20,0,17.0,-66.0,1,25000.0,22.0,22.0,10.0,4.0,0.0,0
2822,21,472,370,8,24,19,3,0,71.08333333333333,-0.08333333333331439,1,25000.0,19.0,19.0,10.0,3.0,0.0,0
2834,9,457,270,8,40,19,20,16,1.1166666666666667,0.8499999999999943,2,26000.0,24.0,24.0,10.0,7.0,0.0,0
2835,9,458,270,8,40,19,20,16,14.766666666666667,2.1500000000000057,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
2844,9,457,270,8,40,19,20,16,1.1166666666666667,0.8499999999999943,2,26000.0,24.0,24.0,10.0,7.0,0.0,0
2845,9,458,270,8,40,19,20,16,14.766666666666667,2.1500000000000057,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
2866,9,455,240,8,44,19,20,16,5.066666666666666,2.93333333333333,2,26000.0,24.0,24.0,10.0,7.0,0.0,0
2867,9,452,240,8,44,19,20,16,2.433333333333333,3.633333333333333,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
2877,1,450,340,8,17,13,22,33,341.0833333333333,-3.5333333333333314,1,26000.0,24.0,24.0,10.0,7.0,0.0,0
2885,10,433,320,8,77,18,20,8,9.0,-4.783333333333331,2,26000.0,26.0,26.0,10.0,6.0,0.0,0
2886,10,436,340,8,77,18,20,8,12.516666666666667,-20.91666666666667,2,25000.0,23.0,23.0,10.0,8.0,0.0,0
2900,10,467,320,15,6,20,22,13,82.08333333333333,-0.0833333333333357,2,11000.0,23.0,23.0,10.0,0.0,0.0,0
2901,10,470,310,19,16,18,19,13,-7.633333333333334,-17.366666666666667,2,20000.0,28.0,28.0,10.0,14.0,0.0,0
2902,10,458,340,15,3,18,21,13,12.183333333333335,-24.18333333333333,2,16000.0,33.0,33.0,5.0,17.0,0.0,0
2903,10,456,350,10,16,14,17,13,17.0,-144.0,2,9500.0,16.0,16.0,10.0,5.0,0.0,0
2911,2,456,350,15,1,18,21,0,13.55,-9.966666666666667,1,7500.0,25.0,25.0,10.0,6.0,0.0,0
2912,2,459,350,15,1,18,22,0,25.25,12.833333333333346,1,16000.0,32.0,32.0,6.0,14.0,0.0,0
2931,4,456,340,15,94,19,21,0,6.216666666666668,-86.0,1,10000.0,26.0,26.0,10.0,6.0,0.0,0
2933,4,454,340,15,94,19,21,0,-2.6666666666666665,1.4666666666666686,1,15000.0,31.0,31.0,10.0,14.0,0.0,0
2942,4,448,300,15,31,19,21,0,-6.516666666666668,2.63333333333334,1,7500.0,26.0,26.0,10.0,6.0,0.0,0
2944,4,475,300,15,31,19,21,0,-6.433333333333334,-4.38333333333334,1,16000.0,32.0,32.0,6.0,14.0,0.0,0
2954,6,471,280,15,36,19,20,3,2.0,-0.81666666666667,3,10000.0,26.0,26.0,10.0,6.0,0.0,0
2956,6,470,280,15,36,19,20,3,5.0,4.0,3,15000.0,31.0,31.0,10.0,14.0,0.0,0
2966,39,230,170,15,112,6,7,15,50.83333333333334,-0.8333333333333357,4,9500.0,22.0,22.0,10.0,4.0,0.0,0
2979,4,456,350,15,49,21,0,0,4.0,-173.0,1,13000.0,26.0,26.0,10.0,11.0,22.0,0
2996,29,460,290,15,25,19,21,1,-4.483333333333333,-137.0,6,7500.0,26.0,26.0,10.0,6.0,0.0,0
2997,29,461,280,16,16,15,18,1,1.0,3.25,6,900.0,9.0,9.0,10.0,8.0,18.0,0
2998,7,473,330,15,25,19,21,1,-3.4,1.5666666666666629,0,16000.0,32.0,32.0,6.0,14.0,0.0,0
2999,7,472,320,16,16,15,18,1,-4.6,1.6999999999999886,0,2400.0,11.0,11.0,10.0,3.0,0.0,0
3007,4,447,390,15,122,22,0,0,17.0,6.38333333333334,1,13000.0,26.0,26.0,10.0,11.0,22.0,0
3026,0,451,370,23,21,20,21,1,2.0,3.0,0,7500.0,21.0,21.0,10.0,9.0,0.0,0
3028,41,451,370,23,21,19,22,1,50.63333333333333,-5.150000000000006,4,6000.0,20.0,20.0,10.0,6.0,0.0,0
3039,17,330,250,23,127,19,21,11,2.0,0.0,5,6500.0,22.0,22.0,10.0,5.0,0.0,0
3064,3,439,370,23,61,19,20,3,-6.583333333333332,9.583333333333329,2,6500.0,22.0,22.0,10.0,5.0,0.0,0
3065,3,436,370,23,61,19,20,3,-0.4666666666666667,3.9833333333333343,2,7500.0,21.0,21.0,10.0,8.0,0.0,0
3092,17,344,140,23,3,18,18,11,6.333333333333332,10.383333333333333,5,7000.0,23.0,23.0,10.0,9.0,0.0,0
3093,17,344,140,23,3,18,18,11,4.666666666666667,-17.0,5,9500.0,21.0,21.0,10.0,11.0,0.0,0
3123,17,331,250,23,62,18,20,11,2.0,0.0,5,6500.0,22.0,22.0,10.0,5.0,0.0,0
3124,17,334,250,23,62,18,20,11,5.816666666666666,0.4500000000000029,5,7500.0,21.0,21.0,10.0,8.0,0.0,0
3141,17,346,150,23,86,18,19,11,1.0666666666666669,2.216666666666665,5,7000.0,23.0,23.0,10.0,9.0,0.0,0
3142,17,346,150,23,86,18,19,11,0.0,0.6000000000000014,5,9500.0,21.0,21.0,10.0,11.0,0.0,0
3154,8,456,370,24,13,19,23,14,1.0,-7.0,0,20000.0,24.0,24.0,10.0,11.0,0.0,0
3164,0,460,370,24,21,19,21,1,3.466666666666667,-3.7833333333333314,0,11000.0,28.0,28.0,10.0,10.0,0.0,0
3166,0,460,370,24,21,19,21,1,2.1666666666666665,1.6500000000000057,0,20000.0,23.0,23.0,10.0,7.0,0.0,0
3175,3,437,360,24,33,19,21,3,-2.05,-1.75,2,11000.0,28.0,28.0,10.0,10.0,0.0,0
3176,3,429,340,24,33,19,21,3,0.4,-5.033333333333331,2,20000.0,24.0,24.0,10.0,11.0,0.0,0
3191,38,372,240,17,30,17,18,34,35.93333333333333,-3.883333333333333,2,14000.0,35.0,35.0,10.0,13.0,18.0,0
