,aircrafttype,filed_airspeed_kts,filed_altitude,origin,destination,filed_departuretime_hr,estimatedarrivaltime_hr,airline,dep_delay_min,diff_flt,aircraft_manuf,cloud_altitude,temp,dewpoint,visibility,wind_speed,gust_speed,delay
0,1,430,296,13,2,19,20,6,1.0,-3.0,1,25000.0,19.0,19.0,10.0,3.0,0.0,0
12,12,410,270,13,2,20,21,4,7.333333333333332,-3.3333333333333366,2,25000.0,19.0,19.0,10.0,3.0,0.0,0
42,1,450,360,13,5,19,21,6,-0.85,-19.75,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
43,1,450,360,13,5,19,21,6,4.466666666666667,-18.86666666666666,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
53,8,450,380,13,41,19,21,14,16.95,-3.950000000000003,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
65,8,453,380,13,73,19,21,14,-1.0,2.0,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
69,4,450,380,13,10,19,21,6,7.066666666666666,-6.099999999999994,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
70,4,450,360,13,10,19,21,6,4.05,-8.450000000000003,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
82,0,459,360,13,25,19,21,14,7.083333333333332,-5.416666666666656,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
90,1,430,296,13,2,19,20,6,1.0,-3.0,1,25000.0,19.0,19.0,10.0,3.0,0.0,0
102,12,400,270,13,2,20,22,4,85.0,1.5833333333333357,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
103,12,410,270,13,2,20,21,4,7.333333333333332,-3.3333333333333366,2,25000.0,19.0,19.0,10.0,3.0,0.0,0
114,9,362,190,13,11,20,21,12,53.0,-37.0,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
134,1,450,360,13,5,19,21,6,-0.85,-19.75,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
135,1,450,360,13,5,19,21,6,4.466666666666667,-18.86666666666666,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
144,8,450,380,13,41,19,21,14,16.95,-3.950000000000003,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
156,8,453,380,13,73,19,21,14,-1.0,2.0,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
160,4,450,380,13,10,19,21,6,7.066666666666666,-6.099999999999994,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
161,4,450,360,13,10,19,21,6,4.05,-8.450000000000003,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
173,0,459,360,13,25,19,21,14,7.083333333333332,-5.416666666666656,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
181,15,461,340,7,1,19,20,8,-4.0,-4.0,2,25000.0,24.0,24.0,10.0,5.0,0.0,0
182,15,453,360,7,1,19,20,8,-4.0,17.0,2,4000.0,22.0,22.0,10.0,4.0,0.0,0
193,5,434,240,4,81,15,17,15,4.0,6.0,3,500.0,13.0,13.0,3.0,9.0,0.0,0
194,13,407,200,21,0,19,20,15,19.0,0.5,3,25000.0,18.0,18.0,10.0,5.0,0.0,0
205,1,460,320,21,3,19,2,4,15.266666666666667,16.850000000000026,1,25000.0,18.0,18.0,10.0,5.0,0.0,0
217,31,461,370,21,24,19,1,26,14.316666666666665,24.583333333333314,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
229,14,460,350,21,125,19,0,32,7.433333333333334,-23.833333333333314,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
245,0,447,380,21,8,19,21,0,7.566666666666666,4.433333333333337,0,800.0,14.0,14.0,6.0,8.0,0.0,0
246,0,445,360,21,8,19,21,0,18.416666666666668,-0.18333333333333712,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
258,8,460,320,21,3,19,1,10,21.0,11.699999999999989,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
270,2,459,340,21,10,18,21,1,24.53333333333333,4.416666666666657,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
282,11,455,350,21,47,19,2,1,38.8,-3.71666666666664,0,25000.0,18.0,18.0,10.0,5.0,0.0,0
283,1,463,350,14,2,12,15,1,6.0,8.633333333333326,1,3200.0,33.0,33.0,10.0,9.0,14.0,0
299,12,400,200,21,0,19,22,4,121.0,-19.633333333333333,2,1100.0,14.0,14.0,7.0,9.0,0.0,0
300,12,400,220,21,0,19,20,4,36.0,-47.73333333333333,2,25000.0,18.0,18.0,10.0,5.0,0.0,0
311,25,480,350,21,47,19,2,37,48.4,14.649999999999974,0,25000.0,18.0,18.0,10.0,5.0,0.0,0
323,1,460,340,21,13,19,22,4,31.216666666666665,-5.416666666666656,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
336,1,391,130,2,7,18,19,0,16.216666666666665,-18.566666666666666,1,25000.0,27.0,27.0,10.0,8.0,0.0,0
338,1,417,130,2,7,18,19,0,7.0,-6.9499999999999975,1,4000.0,27.0,27.0,10.0,8.0,0.0,0
346,12,450,350,2,0,19,21,4,5.0,-2.5999999999999943,2,4200.0,25.0,25.0,10.0,6.0,0.0,0
357,3,422,270,2,15,19,22,9,75.68333333333334,-9.31666666666667,2,25000.0,26.0,26.0,10.0,8.0,0.0,0
358,3,413,280,26,8,17,19,9,49.0,1.3666666666666671,2,17000.0,26.0,26.0,10.0,6.0,0.0,0
359,3,423,270,2,15,19,20,9,-0.9166666666666666,4.366666666666667,2,4200.0,25.0,25.0,10.0,6.0,0.0,0
360,3,415,280,26,8,17,18,9,3.2,6.333333333333336,2,5000.0,24.0,24.0,10.0,11.0,0.0,0
369,5,402,280,2,87,18,20,5,22.0,-20.0,3,25000.0,26.0,26.0,10.0,7.0,0.0,0
370,5,401,280,2,87,18,20,5,11.883333333333333,-16.33333333333333,3,4000.0,27.0,27.0,10.0,8.0,0.0,1
381,2,447,350,2,2,18,20,0,26.066666666666666,-0.06666666666666288,1,25000.0,26.0,26.0,10.0,7.0,0.0,0
382,4,426,282,2,2,18,20,0,30.0,0.1666666666666714,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
394,6,450,360,2,1,17,18,3,9.133333333333333,7.916666666666671,3,25000.0,28.0,28.0,10.0,7.0,0.0,0
395,6,448,360,2,1,17,18,3,4.0,-5.0,3,6000.0,27.0,27.0,10.0,9.0,0.0,0
407,2,457,300,2,31,19,0,0,5.0,1.0,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
415,2,455,310,2,11,19,21,0,6.65,36.35,1,25000.0,26.0,26.0,10.0,7.0,0.0,0
416,2,456,350,2,11,19,20,0,4.0,0.0,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
428,18,420,360,2,34,18,20,7,16.35,-5.7333333333333325,2,25000.0,27.0,27.0,10.0,8.0,0.0,0
429,18,433,300,2,34,18,20,7,-2.5166666666666666,-9.483333333333334,2,4000.0,27.0,27.0,10.0,8.0,0.0,0
441,21,468,347,2,76,18,2,27,13.533333333333333,11.466666666666644,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
453,10,374,160,2,91,18,19,8,24.8,3.2666666666666657,2,25000.0,26.0,26.0,10.0,7.0,0.0,0
454,10,374,160,2,91,18,19,8,15.883333333333333,-12.883333333333333,2,4000.0,27.0,27.0,10.0,8.0,0.0,0
466,13,336,170,2,63,18,19,5,22.91666666666667,-18.700000000000006,3,25000.0,26.0,26.0,10.0,7.0,0.0,0
468,13,335,170,2,63,18,19,5,20.58333333333333,2.2333333333333343,3,4000.0,26.0,26.0,10.0,5.0,0.0,0
475,13,448,360,2,49,18,20,5,10.05,14.533333333333333,3,25000.0,26.0,26.0,10.0,7.0,0.0,0
476,13,447,360,2,49,18,20,5,-5.0,-12.333333333333329,3,4000.0,27.0,27.0,10.0,8.0,0.0,1
488,5,352,160,2,68,18,18,5,0.0,-20.016666666666666,3,25000.0,27.0,27.0,10.0,8.0,0.0,0
490,5,351,160,2,68,18,19,5,7.0,4.966666666666665,3,4000.0,27.0,27.0,10.0,8.0,0.0,0
561,23,479,350,0,76,19,3,2,19.966666666666665,-1.9666666666666397,0,800.0,15.0,15.0,9.0,8.0,0.0,0
573,0,448,360,0,20,19,21,0,-1.0166666666666666,-5.25,0,25000.0,18.0,18.0,8.0,5.0,0.0,0
574,0,452,380,0,20,19,21,0,21.166666666666668,0.9333333333333372,0,900.0,15.0,15.0,10.0,10.0,0.0,0
585,0,451,370,0,14,19,22,0,5.0,-3.26666666666668,0,25000.0,18.0,18.0,8.0,5.0,0.0,0
586,0,449,370,0,14,19,23,0,73.0,-7.0,0,1100.0,15.0,15.0,10.0,9.0,0.0,0
598,6,455,270,0,35,19,20,7,6.0,-16.1,3,25000.0,18.0,18.0,8.0,5.0,0.0,0
599,6,455,270,0,35,19,20,7,20.0,-60.0,3,900.0,15.0,15.0,10.0,10.0,0.0,0
609,9,422,350,0,93,19,21,7,12.0,-29.0,2,6000.0,18.0,18.0,9.0,6.0,0.0,0
610,9,419,370,0,93,19,21,7,54.0,-29.90000000000001,2,900.0,15.0,15.0,10.0,10.0,0.0,0
622,0,442,390,0,2,16,17,0,0.2333333333333333,4.183333333333337,0,3400.0,22.0,22.0,8.0,5.0,0.0,0
623,0,442,390,0,2,16,18,0,-0.4833333333333333,2.75,0,2000.0,17.0,17.0,6.0,5.0,0.0,0
636,7,457,350,0,5,19,22,2,27.6,-6.599999999999994,0,6000.0,18.0,18.0,9.0,6.0,0.0,0
637,7,466,306,0,5,19,22,2,41.4,-4.400000000000006,0,900.0,15.0,15.0,10.0,10.0,0.0,0
650,9,409,170,0,96,19,20,7,15.6,-13.583333333333332,2,6000.0,18.0,18.0,9.0,6.0,0.0,0
652,9,408,170,0,96,19,20,7,24.5,-5.5166666666666675,2,900.0,15.0,15.0,10.0,10.0,0.0,0
660,6,427,230,0,4,19,20,3,7.933333333333334,-14.93333333333333,3,25000.0,18.0,18.0,8.0,5.0,0.0,0
661,6,427,230,0,4,19,20,3,23.0,-20.983333333333334,3,900.0,15.0,15.0,10.0,10.0,0.0,0
672,0,479,300,0,17,19,21,2,22.0,0.5999999999999943,0,25000.0,18.0,18.0,8.0,5.0,0.0,0
673,8,469,340,9,1,15,17,2,-6.0,8.0,0,3200.0,24.0,24.0,10.0,3.0,0.0,0
674,0,479,300,0,17,19,22,2,50.0,3.25,0,900.0,15.0,15.0,10.0,10.0,0.0,0
683,15,425,360,0,32,19,21,7,1.95,-4.950000000000003,2,25000.0,18.0,18.0,8.0,5.0,0.0,0
684,15,425,360,0,32,19,21,7,24.966666666666665,-5.966666666666669,2,900.0,15.0,15.0,10.0,10.0,0.0,0
696,6,449,360,0,29,19,21,3,24.0,0.1666666666666714,3,6000.0,18.0,18.0,9.0,6.0,0.0,0
697,6,457,320,0,29,19,22,3,112.83333333333331,-16.733333333333334,3,1100.0,15.0,15.0,10.0,9.0,0.0,0
709,7,446,350,0,2,19,22,2,101.48333333333332,-1.4833333333333345,0,8000.0,18.0,18.0,9.0,8.0,0.0,0
710,7,447,350,0,2,19,21,2,44.7,-1.7000000000000028,0,900.0,15.0,15.0,10.0,10.0,0.0,0
722,5,438,310,0,45,19,21,20,14.0,-11.983333333333334,3,25000.0,18.0,18.0,8.0,5.0,0.0,0
723,5,446,330,0,45,19,21,20,25.16666666666667,5.150000000000006,3,900.0,15.0,15.0,10.0,10.0,0.0,0
736,15,442,300,6,37,19,20,7,-0.26666666666666666,1.2666666666666655,2,4400.0,29.0,29.0,10.0,7.0,0.0,0
737,15,436,320,6,37,19,21,7,46.63333333333333,7.366666666666667,2,25000.0,26.0,26.0,10.0,6.0,0.0,0
748,0,449,390,6,27,20,22,0,11.383333333333333,7.616666666666673,0,7000.0,28.0,28.0,10.0,6.0,0.0,0
749,0,448,390,6,27,20,23,0,40.21666666666667,-0.21666666666666856,0,25000.0,26.0,26.0,10.0,6.0,0.0,0
760,13,444,310,6,130,19,21,9,23.41666666666667,0.21666666666666856,3,25000.0,26.0,26.0,10.0,6.0,0.0,0
770,0,452,390,6,28,19,21,0,17.0,-4.0,0,7000.0,28.0,28.0,10.0,6.0,0.0,0
771,0,450,390,6,28,19,21,0,10.0,-114.0,0,25000.0,26.0,26.0,10.0,6.0,0.0,0
781,0,455,360,6,17,19,21,0,14.65,3.9333333333333367,0,7000.0,28.0,28.0,10.0,6.0,0.0,0
782,0,450,340,6,17,19,21,0,12.1,-3.0999999999999943,0,25000.0,26.0,26.0,10.0,6.0,0.0,0
792,18,433,320,6,38,19,21,7,3.4166666666666665,1.0666666666666629,2,7000.0,28.0,28.0,10.0,6.0,0.0,0
793,18,428,360,6,38,19,21,7,2.0,-25.0,2,25000.0,26.0,26.0,10.0,6.0,0.0,0
804,2,472,350,6,19,19,21,0,4.916666666666667,2.083333333333343,1,4400.0,29.0,29.0,10.0,7.0,0.0,0
805,2,466,350,6,19,19,21,0,0.55,1.4499999999999886,1,25000.0,28.0,28.0,10.0,8.0,0.0,0
816,3,438,340,6,6,19,23,3,19.416666666666668,-18.216666666666672,2,25000.0,26.0,26.0,10.0,6.0,0.0,0
826,1,453,350,6,10,19,21,0,17.983333333333334,1.3166666666666629,1,7000.0,28.0,28.0,10.0,6.0,0.0,0
827,1,469,350,6,10,19,21,0,32.0,-2.63333333333334,1,25000.0,26.0,26.0,10.0,6.0,0.0,0
838,4,461,360,6,104,19,22,0,5.516666666666668,-145.0,1,7000.0,28.0,28.0,10.0,6.0,0.0,0
839,4,457,360,6,104,19,22,0,8.3,-4.300000000000011,1,25000.0,26.0,26.0,10.0,6.0,0.0,0
851,18,423,360,6,72,19,21,7,-4.65,-21.349999999999994,2,4400.0,29.0,29.0,10.0,7.0,0.0,0
852,18,423,360,6,72,19,21,7,-3.033333333333333,-0.1666666666666714,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
864,26,454,330,6,32,19,21,0,30.316666666666666,6.683333333333337,6,7000.0,28.0,28.0,10.0,6.0,0.0,0
865,26,444,330,6,32,19,20,0,1.0,0.0,6,25000.0,28.0,28.0,10.0,8.0,0.0,0
876,13,463,360,6,116,19,21,9,-1.3666666666666667,-0.5166666666666657,3,4400.0,29.0,29.0,10.0,7.0,0.0,0
886,5,295,100,0,53,10,10,3,11.383333333333333,-1.3833333333333329,3,1000.0,14.0,14.0,10.0,8.0,0.0,0
887,5,293,100,0,53,10,10,3,15.0,-27.0,3,3800.0,13.0,13.0,10.0,3.0,0.0,0
910,3,435,370,12,29,19,21,3,6.1,0.9500000000000028,2,10000.0,18.0,18.0,10.0,8.0,0.0,0
911,3,435,285,12,29,19,20,3,-1.1333333333333333,-3.866666666666661,2,22000.0,15.0,15.0,10.0,8.0,0.0,0
943,5,438,283,12,71,19,21,20,0.6333333333333333,-3.5,3,10000.0,19.0,19.0,10.0,9.0,0.0,1
944,5,444,330,12,71,19,21,20,8.733333333333333,11.983333333333334,3,22000.0,14.0,14.0,10.0,11.0,0.0,0
955,0,417,290,12,95,19,20,2,-0.6,-4.400000000000006,0,10000.0,19.0,19.0,10.0,9.0,0.0,0
956,0,432,370,12,95,19,20,2,7.6,-6.600000000000001,0,22000.0,14.0,14.0,10.0,11.0,0.0,0
978,43,481,370,12,24,19,3,2,1.5666666666666669,3.4333333333333367,0,22000.0,15.0,15.0,10.0,8.0,0.0,0
998,4,449,350,12,7,19,22,2,-3.2,-1.3166666666666629,1,10000.0,19.0,19.0,10.0,9.0,0.0,0
999,4,445,370,12,7,19,22,2,-11.0,-14.0,1,22000.0,15.0,15.0,10.0,8.0,0.0,0
1009,6,446,360,12,48,21,22,3,-2.0,-7.0,3,22000.0,11.0,11.0,10.0,11.0,0.0,0
1020,5,363,110,12,83,19,20,3,1.35,1.0833333333333321,3,10000.0,19.0,19.0,10.0,9.0,0.0,0
1021,5,374,130,12,83,19,20,3,6.833333333333332,-9.0,3,22000.0,15.0,15.0,10.0,8.0,0.0,0
1032,15,467,310,12,28,19,21,8,7.533333333333332,-106.0,2,10000.0,19.0,19.0,10.0,9.0,0.0,0
1033,3,454,350,12,28,19,21,8,-0.5833333333333334,6.716666666666669,2,22000.0,15.0,15.0,10.0,8.0,0.0,0
1045,5,417,320,12,90,17,19,3,14.0,2.0,3,22000.0,19.0,19.0,10.0,5.0,0.0,0
1046,5,414,320,12,90,17,19,3,-5.25,-20.75,3,22000.0,16.0,16.0,10.0,9.0,0.0,0
1058,1,460,340,4,6,19,0,6,0.0,-8.78333333333336,1,8000.0,14.0,14.0,10.0,9.0,0.0,0
1070,6,447,220,4,1,17,18,17,3.0,5.0,3,500.0,14.0,14.0,3.0,10.0,0.0,0
1071,6,446,220,4,1,17,20,17,119.86666666666666,9.133333333333333,3,10000.0,16.0,16.0,10.0,7.0,0.0,0
1082,1,450,370,4,2,19,21,4,42.63333333333333,2.433333333333337,1,200.0,14.0,14.0,0.25,4.0,0.0,0
1083,1,450,370,4,2,19,20,4,-6.25,1.4166666666666714,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
1095,6,421,220,4,1,19,20,3,22.0,-18.0,3,300.0,14.0,14.0,1.5,6.0,0.0,0
1096,6,427,230,0,4,17,18,3,31.0,-17.616666666666667,3,6000.0,22.0,22.0,8.0,4.0,0.0,0
1097,6,420,220,4,1,19,19,3,2.0,7.0,3,10000.0,16.0,16.0,10.0,7.0,0.0,0
1098,6,427,230,0,4,17,18,3,11.0,-6.0,3,2000.0,16.0,16.0,7.0,6.0,0.0,0
1106,1,450,380,4,10,19,20,6,-0.06666666666666668,-8.88333333333334,1,300.0,14.0,14.0,1.5,6.0,0.0,0
1107,1,470,290,25,19,22,23,6,-4.05,-18.366666666666667,1,25000.0,25.0,25.0,10.0,5.0,0.0,0
1108,1,450,380,4,10,19,20,6,-3.533333333333333,-8.88333333333334,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
1120,13,437,380,4,8,19,20,5,-3.0,7.11666666666666,3,300.0,14.0,14.0,1.5,6.0,0.0,0
1121,13,436,340,2,4,16,18,5,17.133333333333333,4.86666666666666,3,4600.0,28.0,28.0,10.0,6.0,0.0,0
1122,13,444,360,4,8,19,20,5,-5.0,7.916666666666671,3,10000.0,16.0,16.0,10.0,7.0,0.0,0
1123,13,443,340,2,4,16,17,5,3.983333333333333,6.0166666666666675,3,25000.0,28.0,28.0,10.0,7.0,0.0,0
1134,7,465,330,17,4,13,16,1,-0.7166666666666667,0.7166666666666686,0,12000.0,27.0,27.0,10.0,0.0,0.0,0
1135,20,470,370,4,24,18,1,1,12.0,21.0,1,10000.0,17.0,17.0,10.0,7.0,0.0,0
1136,7,458,350,17,4,13,16,1,-1.1166666666666667,1.1166666666666742,0,12000.0,31.0,31.0,10.0,13.0,20.0,0
1145,21,469,370,4,52,18,1,1,12.966666666666667,8.166666666666687,1,10000.0,17.0,17.0,10.0,7.0,0.0,0
1155,20,474,350,4,50,18,2,1,29.83333333333333,3.1666666666666856,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
1164,2,450,360,4,5,18,21,6,2.3833333333333333,-4.533333333333331,1,400.0,14.0,14.0,2.0,4.0,0.0,0
1165,2,460,350,17,4,13,17,6,5.15,-1.1500000000000057,1,12000.0,27.0,27.0,10.0,0.0,0.0,0
1166,2,450,360,4,5,18,22,6,46.78333333333333,-8.099999999999994,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
1167,2,460,330,17,4,13,17,6,-5.7,7.699999999999987,1,12000.0,31.0,31.0,10.0,13.0,20.0,0
1175,11,457,350,4,102,18,1,1,5.0,5.850000000000023,0,10000.0,17.0,17.0,10.0,7.0,0.0,0
1176,14,457,370,16,4,15,17,1,1.5833333333333333,1.4166666666666714,0,19000.0,12.0,12.0,10.0,5.0,0.0,0
1187,5,413,210,4,18,18,19,22,13.0,17.06666666666667,3,400.0,13.0,13.0,2.0,5.0,0.0,0
1188,5,412,210,4,18,18,19,22,-8.0,-1.0833333333333357,3,10000.0,17.0,17.0,10.0,7.0,0.0,0
1199,6,474,260,5,7,9,10,17,9.866666666666667,-4.483333333333333,3,3200.0,18.0,18.0,10.0,5.0,0.0,0
1201,6,488,280,26,4,17,19,17,21.1,-20.216666666666672,3,3600.0,23.0,23.0,10.0,4.0,0.0,0
1202,6,463,290,4,15,15,16,17,21.283333333333328,-2.8333333333333366,3,9000.0,18.0,18.0,10.0,4.0,0.0,0
1209,2,461,350,24,4,10,14,1,11.866666666666667,6.133333333333327,1,11000.0,22.0,22.0,10.0,5.0,0.0,0
1210,11,457,350,4,47,18,1,1,5.783333333333332,0.2666666666666515,0,10000.0,17.0,17.0,10.0,7.0,0.0,0
1211,7,463,330,24,4,10,14,1,2.333333333333333,-0.3333333333333428,0,18000.0,19.0,19.0,10.0,3.0,0.0,0
1219,12,450,370,18,7,19,21,4,6.0,4.0,2,25000.0,27.0,27.0,10.0,13.0,0.0,0
1220,12,430,300,18,7,19,21,4,-2.3666666666666667,-6.2666666666666675,2,2700.0,29.0,29.0,10.0,10.0,0.0,0
1232,8,450,400,18,78,19,21,14,2.0,-9.099999999999994,0,25000.0,27.0,27.0,10.0,13.0,0.0,0
1233,8,452,400,18,78,19,21,14,-2.75,4.016666666666667,0,2700.0,29.0,29.0,10.0,10.0,0.0,0
1246,1,460,340,18,23,19,21,4,-1.0,-5.0,1,25000.0,28.0,28.0,10.0,12.0,0.0,0
1247,1,460,340,18,23,19,21,4,-6.0,-4.0,1,2700.0,29.0,29.0,10.0,10.0,0.0,0
1259,16,451,350,18,0,19,21,1,-13.0,2.0,0,25000.0,28.0,28.0,10.0,12.0,0.0,0
1260,16,453,330,18,0,19,21,1,-6.0,-1.0,0,2700.0,29.0,29.0,10.0,10.0,0.0,0
1271,1,460,330,18,69,19,23,4,20.0,3.0,1,7500.0,28.0,28.0,10.0,10.0,0.0,0
1283,12,450,370,18,27,19,22,4,9.666666666666666,2.1500000000000057,2,25000.0,27.0,27.0,10.0,13.0,0.0,0
1284,12,460,350,18,27,19,21,4,8.0,-1.0,2,7500.0,28.0,28.0,10.0,10.0,0.0,1
1295,1,460,350,18,103,19,22,4,8.066666666666666,-0.09999999999999433,1,25000.0,28.0,28.0,10.0,12.0,0.0,0
1296,1,460,350,18,103,19,22,4,6.066666666666666,-2.9166666666666567,1,2700.0,29.0,29.0,10.0,10.0,0.0,0
1308,12,440,300,18,97,19,22,4,2.0,-17.0,2,25000.0,28.0,28.0,10.0,12.0,0.0,0
1309,12,460,330,18,97,19,22,4,-2.0,-10.300000000000011,2,2700.0,29.0,29.0,10.0,10.0,0.0,0
1323,1,460,340,18,114,19,0,4,2.0,-2.1499999999999773,1,2700.0,29.0,29.0,10.0,10.0,0.0,0
1349,0,457,320,18,3,19,0,10,-8.0,1.0,0,2700.0,29.0,29.0,10.0,13.0,0.0,0
1361,19,395,350,1,66,19,22,12,10.266666666666667,-25.46666666666667,4,25000.0,28.0,28.0,10.0,8.0,0.0,0
1363,19,408,370,1,66,19,22,12,8.0,-20.98333333333332,4,18000.0,26.0,26.0,10.0,7.0,0.0,0
1372,12,441,380,1,43,19,21,28,11.4,2.38333333333334,2,18000.0,26.0,26.0,10.0,6.0,0.0,0
1373,12,440,294,1,43,19,22,28,34.68333333333333,2.61666666666666,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
1385,3,445,330,1,8,19,21,9,0.55,-1.4166666666666714,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
1386,3,438,350,1,8,19,22,9,39.45,-3.7333333333333343,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
1398,36,495,310,1,92,19,10,31,38.16666666666666,-3.4500000000000446,0,15000.0,26.0,26.0,10.0,4.0,0.0,0
1410,0,463,278,1,79,19,22,2,3.7,-3.6999999999999886,0,25000.0,28.0,28.0,10.0,8.0,0.0,0
1411,0,455,350,1,79,19,22,2,-2.0,-4.0,0,18000.0,26.0,26.0,10.0,7.0,0.0,0
1422,3,409,280,1,56,19,21,9,23.18333333333333,-3.5666666666666638,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
1423,3,415,280,1,56,19,21,9,22.25,-6.066666666666663,2,18000.0,26.0,26.0,10.0,7.0,0.0,0
1434,3,439,340,1,29,19,20,9,44.61666666666667,-1.7666666666666655,2,18000.0,26.0,26.0,10.0,6.0,0.0,0
1435,3,434,249,1,29,19,21,9,51.51666666666666,3.450000000000003,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
1446,3,434,340,1,99,19,20,9,4.616666666666666,4.38333333333334,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
1447,3,446,340,1,99,19,21,9,15.483333333333333,13.36666666666666,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
1459,19,379,360,1,57,19,21,12,1.0,-15.0,4,25000.0,28.0,28.0,10.0,8.0,0.0,1
1461,19,380,360,1,57,19,21,12,14.0,-28.0,4,18000.0,26.0,26.0,10.0,7.0,0.0,1
1469,1,459,340,1,26,19,23,2,11.0,-229.0,1,18000.0,26.0,26.0,10.0,7.0,0.0,0
1481,19,407,360,1,38,19,21,12,3.0,-5.0,4,25000.0,28.0,28.0,10.0,8.0,0.0,0
1482,19,407,360,1,38,19,20,12,1.7666666666666666,-9.433333333333335,4,18000.0,26.0,26.0,10.0,7.0,0.0,0
1493,9,453,320,1,37,19,21,12,12.0,-6.2666666666666675,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
1495,9,456,320,1,37,19,20,12,5.0,-4.533333333333331,2,18000.0,26.0,26.0,10.0,7.0,0.0,0
1503,4,455,360,1,55,19,23,2,8.0,1.5999999999999943,1,18000.0,26.0,26.0,10.0,7.0,0.0,0
1514,3,423,310,1,67,19,20,9,3.283333333333333,2.2333333333333343,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
1515,3,432,340,1,67,19,20,9,14.6,-6.166666666666671,2,18000.0,26.0,26.0,10.0,7.0,0.0,1
1527,3,431,320,1,84,19,21,9,8.233333333333333,-0.2333333333333343,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
1528,3,444,340,1,84,19,21,9,8.233333333333333,2.7666666666666657,2,18000.0,26.0,26.0,10.0,7.0,0.0,0
1545,3,403,280,17,6,19,20,3,6.85,-11.083333333333336,2,10000.0,34.0,34.0,10.0,12.0,0.0,0
1556,4,460,370,23,12,16,18,6,-20.0,-14.88333333333334,1,6500.0,23.0,23.0,10.0,9.0,0.0,0
1557,4,450,350,17,54,19,23,6,1.45,-2.7833333333333314,1,10000.0,34.0,34.0,10.0,12.0,0.0,0
1558,4,450,370,23,12,16,18,6,-2.216666666666667,-7.950000000000002,1,4200.0,19.0,19.0,10.0,7.0,0.0,0
1571,4,461,370,17,26,19,22,19,6.55,4.449999999999988,1,22000.0,31.0,31.0,10.0,9.0,16.0,0
1572,4,457,330,17,26,19,22,19,49.56666666666667,1.4333333333333371,1,10000.0,34.0,34.0,10.0,12.0,0.0,0
1591,4,448,360,17,9,18,19,2,17.666666666666668,1.3333333333333357,1,15000.0,31.0,31.0,10.0,10.0,16.0,0
1592,0,444,350,11,1,22,1,2,6.0,-205.0,0,15000.0,18.0,18.0,10.0,10.0,0.0,0
1593,7,450,340,17,9,18,19,2,3.183333333333333,-1.1833333333333371,0,14000.0,35.0,35.0,10.0,13.0,19.0,0
1604,0,431,272,17,11,19,23,2,0.6833333333333333,-11.683333333333335,0,10000.0,35.0,35.0,10.0,12.0,0.0,0
1616,1,450,360,17,3,19,21,6,-1.6,-0.4000000000000057,1,15000.0,31.0,31.0,10.0,10.0,16.0,0
1617,1,450,360,17,3,19,21,6,-6.6,7.533333333333331,1,10000.0,35.0,35.0,10.0,12.0,0.0,0
1629,28,274,30,6,126,16,16,21,9.55,1.2666666666666675,7,25000.0,29.0,29.0,10.0,9.0,0.0,0
1630,28,413,410,11,20,14,18,21,41.4,5.783333333333331,7,20000.0,21.0,21.0,10.0,6.0,0.0,0
