,aircrafttype,filed_airspeed_kts,filed_altitude,origin,destination,filed_departuretime_week,filed_departuretime_hr,estimatedarrivaltime_hr,airline,dep_delay_min,diff_flt,aircraft_manuf,delay
5514,5.0,471,294,22,14,4,19,20,0,-0.5666666666666667,-2.950000000000003,1,0
5515,5.0,437,280,20,4,4,17,18,0,9.0,-3.56666666666667,1,0
5516,5.0,484,270,22,14,1,19,23,0,128.0,10.583333333333329,1,0
5517,5.0,436,280,20,4,1,17,20,0,145.0,-6.0,1,0
5518,5.0,445,330,22,14,0,19,20,0,6.166666666666668,-68.0,1,0
5519,5.0,438,320,20,4,0,17,18,0,4.65,-9.266666666666666,1,0
5520,5.0,452,310,22,14,3,19,20,0,9.95,-2.56666666666667,1,0
5521,5.0,452,320,20,4,3,17,18,0,6.7333333333333325,-2.06666666666667,1,0
5522,0.0,449,330,22,14,2,19,21,0,6.0,-70.0,1,0
5523,5.0,438,300,20,4,2,17,18,0,0.25,-8.25,1,0
5524,5.0,445,330,22,14,5,19,21,0,51.3,-73.0,1,0
5525,2.0,450,380,68,53,1,14,18,3,17.0,-3.76666666666668,0,0
5526,2.0,435,290,22,11,0,19,20,3,5.0,0.0,0,0
5527,2.0,459,350,57,4,0,17,18,3,6.316666666666666,-8.866666666666667,0,0
5528,2.0,455,380,79,33,0,15,16,3,-3.0,0.9333333333333372,0,0
5529,2.0,453,380,20,116,0,12,14,3,5.066666666666666,-6.066666666666663,0,0
5530,2.0,454,380,68,14,0,8,10,3,-2.0,-0.3499999999999943,0,0
5531,2.0,436,290,22,11,0,19,21,3,27.0,-20.0,0,0
5532,2.0,453,350,57,4,0,17,18,3,11.0,-9.033333333333333,0,0
5533,2.0,457,340,79,33,0,15,17,3,3.683333333333333,-4.566666666666663,0,0
5534,2.0,454,380,20,116,0,12,14,3,5.0,-16.0,0,0
5535,2.0,451,400,68,14,0,8,10,3,4.0,-2.0,0,0
5536,5.0,413,240,17,4,4,22,23,0,12.666666666666664,-2.6666666666666643,1,0
5537,5.0,477,270,22,11,4,20,21,0,23.15,-14.56666666666667,1,0
5538,5.0,428,240,17,4,1,22,23,0,25.766666666666666,-11.033333333333333,1,0
5539,5.0,462,270,22,11,1,20,20,0,4.7,-9.700000000000003,1,0
5540,5.0,447,280,17,4,0,22,22,0,-8.666666666666666,-12.450000000000005,1,0
5541,5.0,470,350,22,11,0,20,20,0,-5.283333333333333,-0.6333333333333329,1,0
5542,5.0,424,260,17,4,3,22,23,0,15.633333333333333,-8.633333333333333,1,0
5543,5.0,485,290,22,11,3,20,20,0,4.283333333333333,-7.583333333333336,1,0
5544,5.0,422,280,17,4,2,22,23,0,19.35,-10.35,1,0
5545,5.0,469,310,22,11,2,20,20,0,3.2333333333333334,-4.983333333333333,1,0
5546,5.0,467,280,17,4,5,22,22,0,4.916666666666667,-8.016666666666666,1,0
5547,7.0,448,360,18,136,4,20,22,4,4.083333333333333,4.916666666666671,3,0
5548,7.0,448,268,22,137,1,18,19,4,3.25,2.950000000000003,3,0
5549,7.0,448,370,22,137,0,18,20,4,68.3,4.933333333333337,3,0
5550,3.0,399,280,27,34,3,10,11,4,7.65,0.8333333333333357,2,1
5551,3.0,399,280,27,34,2,10,11,4,-5.15,-0.5333333333333314,2,0
5552,3.0,399,280,27,34,5,10,11,4,-0.6,4.75,2,0
5553,3.0,398,280,27,34,6,10,11,4,10.516666666666667,4.43333333333333,2,0
5554,3.0,400,280,27,34,4,10,11,4,11.45,2.0,2,0
5555,7.0,448,370,22,137,1,18,19,4,1.2666666666666666,3.4333333333333367,3,0
5556,7.0,447,370,22,137,0,18,19,4,5.783333333333332,-4.56666666666667,3,0
5557,3.0,395,280,27,34,3,10,11,4,-2.033333333333333,3.200000000000003,2,0
5558,3.0,280,0,27,34,2,10,11,4,-4.7,-3.6000000000000014,2,0
5559,29.0,448,350,22,0,1,19,23,2,-3.0,-201.0,0,0
5560,29.0,443,350,22,0,0,19,23,2,-2.35,-7.650000000000006,0,0
5561,29.0,478,330,22,0,3,19,23,2,4.066666666666666,5.383333333333327,0,0
5562,29.0,481,310,22,0,2,19,23,2,3.0,-1.9166666666666567,0,0
5563,29.0,477,330,22,0,5,19,23,2,-8.0,-1.1500000000000057,0,0
5564,29.0,446,350,22,0,6,19,23,2,-1.0,-0.18333333333333712,0,0
5565,29.0,452,350,22,0,4,19,23,2,-3.0,-12.0,0,0
5566,14.0,462,350,22,0,1,19,23,2,-8.0,-1.0,0,0
5567,14.0,470,350,22,0,0,19,23,2,-7.0,-12.0,0,0
5568,14.0,443,350,22,0,3,19,23,2,-8.0,-201.0,0,0
5569,14.0,475,330,22,0,2,19,23,2,0.0,-3.3666666666666742,0,0
5570,30.0,494,330,22,121,0,19,6,42,45.58333333333334,5.7333333333333485,0,0
5571,30.0,495,350,22,121,5,19,5,42,5.566666666666666,11.133333333333326,0,0
5572,30.0,474,330,22,121,4,19,5,42,10.083333333333334,-7.366666666666673,0,0
5573,30.0,493,350,22,121,0,19,6,42,59.66666666666666,-1.0166666666666515,0,0
5574,30.0,501,350,22,121,5,19,5,42,3.716666666666667,7.283333333333303,0,0
5575,30.0,501,350,22,121,4,19,5,42,2.1166666666666667,9.366666666666674,0,0
5576,32.0,300,290,23,197,4,16,18,10,5.716666666666668,-5.716666666666669,4,0
5577,32.0,285,120,120,35,1,21,21,10,-2.3833333333333333,-2.0,4,0
5578,32.0,295,260,131,178,1,18,20,10,11.216666666666667,-1.8166666666666629,4,0
5579,32.0,256,50,111,179,1,17,18,10,34.28333333333333,1.25,4,0
5580,32.0,295,260,17,124,1,13,16,10,49.26666666666666,4.983333333333333,4,0
5581,32.0,299,210,22,11,0,19,20,10,14.716666666666667,3.2333333333333343,4,0
5582,32.0,299,200,17,4,0,17,18,10,38.35,3.2333333333333343,4,0
5583,32.0,296,250,138,11,0,14,16,10,45.83333333333334,35.78333333333333,4,0
5584,32.0,299,190,121,181,0,12,14,10,60.23333333333333,-3.6000000000000014,4,0
5585,32.0,256,50,28,201,3,22,22,10,14.833333333333336,11.916666666666668,4,0
5586,32.0,293,280,77,53,3,17,21,10,75.15,6.199999999999987,4,0
5587,32.0,299,200,133,154,3,15,15,10,1.4333333333333331,4.450000000000003,4,0
5588,32.0,291,290,87,202,2,13,16,10,34.766666666666666,-4.033333333333331,4,0
5589,0.0,460,330,22,1,1,19,0,5,4.6,-2.8833333333333258,1,0
5590,0.0,460,350,22,1,0,19,0,5,-5.183333333333334,-4.03333333333336,1,0
5591,0.0,460,330,22,1,3,19,0,5,3.8333333333333335,-4.366666666666674,1,0
5592,0.0,460,330,22,1,2,19,0,5,2.95,-6.4833333333333485,1,0
5593,0.0,460,330,22,1,5,19,0,5,-6.1,2.8166666666666638,1,0
5594,5.0,460,330,22,1,6,19,1,5,22.5,-8.683333333333337,1,0
5595,0.0,460,330,22,1,4,19,0,5,0.8333333333333334,16.683333333333334,1,0
5596,0.0,460,330,22,1,1,19,0,5,2.3,-3.850000000000023,1,0
5597,5.0,450,350,22,1,0,19,0,5,-4.933333333333334,1.0,1,0
5598,0.0,460,350,22,1,3,19,1,5,7.6,17.03333333333336,1,0
5599,0.0,460,350,22,1,2,19,1,5,8.916666666666666,-2.8999999999999773,1,0
5600,0.0,470,310,22,1,5,19,0,5,5.816666666666666,-11.266666666666653,1,0
5601,1.0,385,310,22,11,4,19,20,2,5.45,1.5499999999999972,0,0
5602,8.0,486,270,22,11,1,19,20,2,-4.616666666666666,-6.383333333333333,0,0
5603,8.0,484,250,22,11,0,19,20,2,-0.1,-9.9,0,0
5604,1.0,484,230,22,11,3,19,20,2,-0.11666666666666667,-0.8833333333333329,0,0
5605,1.0,485,270,22,11,2,19,20,2,-6.0,-3.0,0,0
5606,1.0,419,310,22,11,5,19,20,2,-2.0,-2.950000000000003,0,0
5607,8.0,486,270,22,11,6,19,20,2,-4.35,-10.65,0,0
5608,1.0,485,250,22,11,4,19,20,2,10.8,-4.799999999999997,0,0
5609,8.0,482,230,22,11,1,19,20,2,-1.3833333333333333,-9.616666666666667,0,0
5610,8.0,482,230,22,11,0,19,20,2,-0.5333333333333333,-7.466666666666669,0,0
5611,1.0,482,270,22,11,3,19,20,2,12.0,-6.4833333333333325,0,0
5612,1.0,466,210,22,11,2,19,20,2,-6.083333333333332,-7.916666666666664,0,0
5613,2.0,458,360,22,25,0,19,20,3,-4.0,3.81666666666667,0,0
5614,2.0,453,380,88,4,0,15,18,3,-2.316666666666667,0.9000000000000057,0,0
5615,2.0,453,380,6,38,0,11,14,3,0.6833333333333333,4.316666666666663,0,0
5616,2.0,458,360,22,25,0,19,20,3,2.0,21.95000000000001,0,0
5617,2.0,456,380,88,4,0,15,18,3,3.0,4.98333333333332,0,0
5618,2.0,456,380,6,38,0,11,13,3,2.0,-21.0,0,0
5619,16.0,331,220,22,124,0,19,20,13,19.2,3.2666666666666657,5,0
5620,16.0,333,220,22,124,5,19,20,13,22.75,-15.75,5,0
5621,16.0,334,220,22,124,6,19,21,13,58.13333333333333,-7.13333333333334,5,0
5622,16.0,331,220,22,124,0,19,20,13,4.033333333333333,-9.033333333333333,5,0
5623,24.0,469,380,40,4,4,5,18,30,17.066666666666666,33.049999999999955,1,0
5624,24.0,481,187,22,123,1,19,4,30,39.38333333333333,7.53333333333336,1,0
5625,24.0,469,380,40,4,1,5,18,30,23.18333333333333,22.066666666666716,1,0
5626,24.0,481,340,22,123,0,19,3,30,7.083333333333332,0.8166666666666629,1,0
5627,24.0,472,350,40,4,0,5,17,30,7.433333333333334,3.5166666666666515,1,0
5628,24.0,479,340,22,123,3,19,3,30,33.13333333333333,4.449999999999988,1,0
5629,24.0,471,390,40,4,3,5,17,30,10.0,8.549999999999955,1,0
5630,24.0,479,340,22,123,2,19,4,30,49.71666666666667,-0.96666666666664,1,0
5631,24.0,472,350,40,4,2,5,17,30,20.5,14.850000000000026,1,0
5632,24.0,479,340,22,123,4,19,3,30,22.016666666666666,2.6333333333333258,1,0
5633,24.0,472,350,40,4,4,5,17,30,11.75,14.266666666666653,1,0
5634,24.0,484,330,22,123,1,19,3,30,38.41666666666666,7.28333333333336,1,0
5635,24.0,472,350,40,4,1,5,17,30,17.25,15.399999999999974,1,0
5636,2.0,456,340,22,53,0,19,20,3,5.066666666666666,-8.56666666666667,0,0
5637,2.0,458,320,20,4,0,17,18,3,10.983333333333333,-13.983333333333334,0,0
5638,2.0,456,360,22,53,0,19,20,3,-7.0,-5.233333333333333,0,0
5639,2.0,462,320,20,4,0,17,18,3,-2.0,2.8333333333333366,0,0
5640,14.0,479,320,22,114,1,19,1,1,-2.033333333333333,-4.416666666666687,0,0
5641,14.0,482,300,22,114,0,19,1,1,-5.933333333333334,3.75,0,0
5642,14.0,474,340,22,114,3,19,1,1,-4.566666666666666,5.883333333333327,0,0
5643,14.0,471,340,22,114,2,19,1,1,-0.8833333333333333,-4.116666666666674,0,0
5644,14.0,476,320,22,114,5,19,1,1,1.8333333333333333,-2.75,0,0
5645,14.0,474,340,26,4,5,13,18,1,13.616666666666667,3.9499999999999886,0,0
5646,14.0,490,280,22,114,6,19,1,1,32.0,-11.816666666666665,0,0
5647,14.0,473,340,26,4,6,13,18,1,3.1166666666666667,3.23333333333332,0,0
5648,14.0,484,300,22,114,1,19,1,1,-2.466666666666667,3.6833333333333367,0,0
5649,14.0,479,320,22,114,0,19,1,1,5.533333333333332,0.2166666666666401,0,0
5650,14.0,472,320,22,114,3,19,3,1,137.03333333333333,-1.8000000000000114,0,0
5651,4.0,402,180,2,22,4,19,20,0,20.733333333333334,-17.733333333333334,1,0
5652,4.0,412,190,2,22,1,19,20,0,-0.43333333333333335,-18.566666666666674,1,0
5653,4.0,419,190,2,22,0,19,20,0,0.75,-17.06666666666667,1,0
5654,4.0,419,190,2,22,3,19,20,0,-0.13333333333333333,-0.3333333333333357,1,0
5655,4.0,386,180,2,22,2,19,21,0,48.55,-3.549999999999997,1,0
5656,4.0,400,190,2,22,5,19,20,0,8.183333333333334,-11.733333333333334,1,0
5657,4.0,386,180,2,22,6,19,20,0,-0.85,-20.616666666666667,1,0
5658,4.0,379,180,2,22,4,19,20,0,8.283333333333333,-13.766666666666666,1,0
5659,4.0,386,180,2,22,1,19,20,0,-1.75,-0.4833333333333343,1,0
5660,4.0,386,180,2,22,0,19,20,0,1.25,-5.966666666666669,1,0
5661,4.0,382,180,2,22,3,19,20,0,6.583333333333332,-17.03333333333333,1,0
5662,4.0,414,180,2,22,2,19,21,0,31.6,-3.25,1,0
5663,1.0,446,340,2,0,4,19,22,0,21.61666666666667,-5.616666666666673,0,0
5664,1.0,448,340,2,0,1,19,22,0,1.0,-171.0,0,0
5665,1.0,445,340,2,0,0,19,22,0,10.416666666666666,-4.966666666666669,0,0
5666,1.0,452,360,2,0,3,19,23,0,47.53333333333333,-15.533333333333333,0,0
5667,1.0,446,340,2,0,2,19,22,0,4.25,-20.44999999999999,0,0
5668,1.0,451,370,2,0,5,19,22,0,34.0,-12.0,0,0
5669,1.0,456,291,2,0,6,19,22,0,2.333333333333333,6.083333333333344,0,0
5670,1.0,451,370,2,0,4,19,22,0,-1.2833333333333334,-1.3166666666666629,0,0
5671,1.0,450,370,2,0,1,19,22,0,0.2833333333333333,-4.333333333333344,0,0
5672,1.0,414,250,2,0,0,19,23,0,65.9,-14.48333333333332,0,0
5673,1.0,447,360,2,0,3,19,22,0,-1.8833333333333333,5.400000000000006,0,0
5674,1.0,455,360,2,0,2,19,22,0,32.98333333333333,3.550000000000012,0,0
5675,1.0,452,340,2,0,6,19,22,0,0.4833333333333333,-5.400000000000006,0,0
5676,1.0,453,238,2,86,4,19,21,0,-4.7,-3.299999999999997,0,0
5677,1.0,453,370,2,86,1,19,22,0,24.466666666666665,7.849999999999994,0,0
5678,1.0,452,370,2,86,0,19,21,0,0.3,-4.88333333333334,0,0
5679,1.0,458,370,2,86,3,19,21,0,11.5,7.5,0,0
5680,1.0,459,370,2,86,2,19,22,0,39.86666666666667,-9.86666666666666,0,0
5681,1.0,470,330,2,86,5,19,22,0,13.0,-7.0,0,0
5682,1.0,461,350,2,86,4,19,21,0,-4.0,-10.0,0,0
5683,1.0,464,350,2,86,1,19,21,0,0.21666666666666667,-0.21666666666666856,0,0
5684,1.0,445,390,2,86,0,19,0,0,172.41666666666663,0.5833333333333286,0,0
5685,1.0,456,370,2,86,3,19,21,0,9.416666666666666,-3.4166666666666714,0,0
5686,1.0,462,350,2,86,2,19,22,0,16.316666666666666,15.683333333333335,0,0
5687,1.0,452,370,2,86,5,19,21,0,3.466666666666667,10.533333333333333,0,0
5688,1.0,458,350,2,36,4,19,22,0,5.166666666666667,7.833333333333344,0,0
5689,1.0,449,370,2,36,1,19,22,0,6.0,-151.0,0,0
5690,1.0,450,272,2,36,0,19,22,0,8.65,-1.6500000000000057,0,0
5691,1.0,447,370,2,36,3,19,21,0,-1.4333333333333331,1.4333333333333371,0,0
5692,1.0,450,370,2,36,2,19,0,0,158.01666666666668,-3.01666666666668,0,0
5693,1.0,453,350,2,36,5,19,23,0,119.0,-141.0,0,0
5694,1.0,450,370,2,36,6,19,22,0,3.6333333333333333,3.3833333333333258,0,0
5695,1.0,451,370,2,36,4,19,22,0,27.93333333333333,0.28333333333333144,0,0
5696,1.0,449,350,2,36,1,19,22,0,21.0,-11.133333333333326,0,1
5697,1.0,445,370,2,36,0,19,22,0,8.916666666666666,0.0,0,0
5698,1.0,447,370,2,36,3,19,22,0,13.4,-2.7166666666666686,0,0
5699,1.0,449,390,2,36,2,19,23,0,95.66666666666669,-6.116666666666673,0,0
5700,1.0,463,370,2,36,5,19,22,0,3.0,2.0,0,0
5701,13.0,475,330,2,17,4,19,22,8,-0.15,4.349999999999993,2,0
5702,3.0,439,340,2,17,1,19,22,8,9.65,3.8166666666666633,2,0
5703,3.0,439,340,2,17,0,19,22,8,6.683333333333334,1.3166666666666629,2,0
5704,3.0,476,320,2,17,3,19,22,8,61.7,1.63333333333334,2,0
5705,3.0,440,340,2,17,2,19,22,8,45.3,-14.366666666666674,2,0
5706,3.0,471,330,2,17,5,19,22,8,4.65,-15.083333333333346,2,0
5707,3.0,474,320,2,17,6,19,21,8,-4.5,5.116666666666674,2,0
5708,3.0,441,340,2,17,4,19,22,8,6.883333333333334,-2.8833333333333258,2,0
5709,3.0,476,320,2,17,1,19,22,8,5.116666666666666,5.883333333333327,2,0
5710,3.0,473,340,2,17,0,19,22,8,13.45,4.650000000000006,2,0
5711,3.0,431,320,2,17,3,19,22,8,1.3666666666666667,5.633333333333327,2,0
5712,3.0,462,340,2,17,2,19,21,8,-1.5833333333333333,-2.01666666666668,2,0
5713,3.0,431,330,2,17,5,19,22,8,12.6,2.6500000000000057,2,0
5714,9.0,417,370,2,44,4,19,21,6,-5.0,-9.0,2,0
5715,9.0,423,350,2,44,1,19,21,6,7.0,-9.016666666666666,2,0
5716,9.0,435,370,2,44,0,19,21,6,-0.4666666666666667,-2.38333333333334,2,0
5717,9.0,435,370,2,44,3,19,21,6,4.0,-11.13333333333334,2,0
5718,9.0,435,370,2,44,2,19,21,6,-3.033333333333333,-8.75,2,0
5719,9.0,428,330,2,44,5,19,21,6,-0.11666666666666667,-8.483333333333334,2,0
5720,9.0,418,370,2,44,6,19,21,6,-5.9,-5.549999999999998,2,0
5721,9.0,424,350,2,44,4,19,21,6,-4.0,-6.900000000000006,2,0
5722,9.0,423,350,2,44,1,19,21,6,13.0,-8.150000000000006,2,0
5723,9.0,386,330,2,44,0,19,21,6,-6.0,-14.683333333333335,2,0
5724,9.0,423,370,2,44,3,19,21,6,-4.016666666666667,1.9833333333333345,2,0
5725,9.0,429,370,2,44,2,19,21,6,6.166666666666668,-3.9833333333333343,2,0
5726,9.0,422,370,2,44,5,19,21,6,22.95,-6.416666666666671,2,0
5727,18.0,455,320,13,9,4,16,18,1,6.0,-153.0,0,0
5728,4.0,463,350,2,1,1,19,22,1,29.0,3.4666666666666686,1,0
5729,4.0,458,370,2,1,0,19,22,1,1.5166666666666666,7.483333333333322,1,0
5730,4.0,459,370,2,1,3,19,22,1,11.933333333333335,-0.9333333333333372,1,0
5731,4.0,454,390,2,1,2,19,22,1,9.266666666666667,7.699999999999987,1,0
5732,4.0,459,370,2,1,5,19,1,1,205.3333333333333,1.6666666666666572,1,0
5733,4.0,462,350,2,1,6,19,22,1,26.966666666666665,17.599999999999994,1,0
5734,4.0,462,360,2,1,4,19,23,1,18.916666666666668,34.08333333333334,1,0
5735,4.0,459,370,2,1,1,19,22,1,35.95,-3.4166666666666567,1,0
5736,4.0,460,282,2,1,0,19,21,1,-4.333333333333333,-1.6666666666666572,1,0
5737,4.0,459,370,2,1,3,19,22,1,2.0,-4.0,1,0
5738,4.0,461,390,2,1,2,19,22,1,-2.85,4.949999999999988,1,0
5739,4.0,462,350,2,1,5,19,22,1,5.35,6.650000000000006,1,0
5740,11.0,454,390,2,1,4,19,22,0,48.88333333333333,4.116666666666674,0,0
5741,11.0,452,370,2,1,1,19,22,0,13.0,9.0,0,0
5742,11.0,450,370,2,1,0,19,22,0,5.05,-0.05000000000001137,0,0
5743,11.0,452,390,2,1,3,19,23,0,84.45,-4.449999999999988,0,0
5744,11.0,453,370,2,1,2,19,22,0,23.41666666666667,-1.4166666666666572,0,0
5745,11.0,453,370,2,1,5,19,23,0,66.2,0.4666666666666686,0,0
5746,11.0,454,370,2,1,6,19,22,0,12.466666666666667,6.533333333333331,0,0
5747,11.0,454,370,2,1,4,19,23,0,43.65,51.98333333333332,0,0
5748,11.0,445,390,2,1,1,19,22,0,-0.55,3.0833333333333437,0,0
5749,11.0,453,390,2,1,0,19,21,0,-4.0,-5.033333333333331,0,0
5750,11.0,452,390,2,1,3,19,22,0,8.75,-3.550000000000012,0,0
5751,11.0,462,370,2,1,2,19,22,0,16.266666666666666,5.01666666666668,0,0
5752,11.0,469,390,2,1,5,19,23,0,78.21666666666667,-2.216666666666669,0,0
5753,5.0,458,271,11,19,4,1,7,0,17.55,-0.7833333333333599,1,0
5754,5.0,463,320,2,7,1,18,23,0,12.216666666666667,1.1666666666666856,1,0
5755,5.0,458,218,11,19,1,1,7,0,18.166666666666668,-0.44999999999998863,1,0
5756,5.0,463,320,2,7,0,18,1,0,83.43333333333334,-6.433333333333337,1,0
5757,5.0,458,290,11,19,0,1,7,0,2.2666666666666666,0.06666666666666288,1,0
5758,5.0,460,320,2,7,3,18,0,0,21.4,-2.25,1,0
5759,5.0,461,330,11,19,3,1,7,0,24.716666666666665,-19.149999999999977,1,0
5760,5.0,461,340,2,7,2,18,23,0,4.15,-15.149999999999974,1,0
5761,5.0,464,330,11,19,2,1,7,0,13.483333333333333,-12.483333333333347,1,0
5762,17.0,468,232,2,80,4,18,21,28,11.0,-12.01666666666668,1,0
5763,17.0,467,258,2,80,1,18,22,28,23.716666666666665,-1.8333333333333428,1,0
5764,17.0,462,263,2,80,0,18,22,28,61.61666666666667,5.716666666666669,1,0
5765,17.0,466,370,2,80,3,18,22,28,38.31666666666667,-11.316666666666665,1,0
5766,17.0,462,410,2,80,2,18,21,28,23.4,-17.066666666666666,1,0
5767,17.0,466,390,2,80,5,18,21,28,10.566666666666666,-13.650000000000004,1,0
5768,17.0,466,232,2,80,6,18,21,28,6.95,-5.849999999999994,1,0
5769,17.0,467,225,2,80,4,18,21,28,14.6,-5.449999999999988,1,0
5770,17.0,465,246,2,80,1,18,21,28,2.316666666666667,-9.01666666666668,1,0
5771,17.0,466,246,2,80,0,18,21,28,1.0333333333333334,-4.433333333333337,1,0
5772,17.0,468,250,2,80,3,18,22,28,30.0,-0.01666666666667993,1,0
5773,17.0,468,293,2,80,2,18,21,28,8.966666666666667,-7.366666666666673,1,0
5774,17.0,464,311,2,80,5,18,21,28,12.033333333333333,-2.6500000000000057,1,0
5775,26.0,461,282,2,47,1,19,0,0,46.53333333333333,-10.533333333333333,0,0
5776,26.0,458,225,2,47,0,19,23,0,-1.2333333333333334,2.23333333333332,0,0
5777,26.0,460,256,2,47,3,19,2,0,177.05,-0.05000000000001137,0,0
5778,26.0,457,370,2,47,2,19,23,0,4.633333333333334,0.3666666666666743,0,0
5779,26.0,462,350,2,47,5,19,0,0,71.21666666666667,8.783333333333331,0,0
5780,26.0,459,224,2,47,6,19,23,0,8.25,2.75,0,0
5781,26.0,459,240,2,47,4,19,23,0,1.95,3.050000000000012,0,0
5782,26.0,459,264,2,47,1,19,23,0,15.2,18.80000000000001,0,0
5783,26.0,457,233,2,47,0,19,23,0,1.3166666666666669,7.683333333333337,0,0
5784,26.0,462,253,2,47,3,19,23,0,-0.8166666666666667,9.816666666666665,0,0
5785,26.0,460,258,2,47,2,19,23,0,4.15,7.75,0,1
5786,26.0,458,370,2,47,5,19,23,0,0.65,-1.6500000000000057,0,0
5787,1.0,458,390,67,5,1,20,23,45,36.53333333333333,3.26666666666668,0,0
5788,1.0,462,340,2,170,0,18,22,45,56.65,5.816666666666663,0,0
5789,34.0,495,200,2,52,1,19,9,22,2.7,30.51666666666665,1,0
5790,34.0,495,290,2,52,0,19,8,22,-5.533333333333332,43.79999999999996,1,0
5791,34.0,496,224,2,52,3,19,9,22,51.95,22.666666666666625,1,0
5792,34.0,497,350,2,52,2,19,9,22,1.5833333333333333,44.33333333333337,1,0
5793,34.0,491,370,2,52,5,19,9,22,11.716666666666667,32.100000000000016,1,1
5794,34.0,492,370,2,52,6,19,8,22,-13.0,0.8500000000000227,1,0
5795,34.0,492,370,2,52,4,19,8,22,-1.5333333333333334,31.100000000000023,1,0
5796,34.0,490,198,2,52,1,19,8,22,-7.416666666666668,29.38333333333333,1,0
5797,34.0,491,370,2,52,0,19,7,22,-12.933333333333335,-776.0,1,0
5798,34.0,490,370,2,52,3,19,8,22,-5.3,-5.399999999999976,1,1
5799,34.0,492,370,2,52,2,19,8,22,-0.85,25.316666666666716,1,0
5800,34.0,512,0,2,52,5,19,8,22,3.0,0.0,1,0
5801,20.0,497,330,2,32,1,19,3,0,6.383333333333334,-6.383333333333327,0,0
5802,20.0,497,330,2,32,0,19,3,0,12.966666666666667,-1.5500000000000114,0,0
5803,20.0,496,330,2,32,3,19,3,0,17.683333333333334,1.0166666666666515,0,0
5804,20.0,504,310,2,32,2,19,3,0,6.916666666666668,-1.1166666666666742,0,0
5805,20.0,494,350,2,32,5,19,4,0,52.08333333333334,8.850000000000025,0,0
5806,20.0,494,350,2,32,6,19,5,0,88.65,11.93333333333328,0,0
5807,20.0,493,330,2,32,4,19,3,0,11.4,-0.2666666666666515,0,0
5808,20.0,476,370,2,32,1,19,3,0,-0.75,-0.8500000000000227,0,0
5809,20.0,485,370,2,32,0,19,3,0,19.983333333333334,2.566666666666663,0,0
5810,20.0,482,370,2,32,3,19,3,0,3.35,4.649999999999976,0,0
5811,20.0,482,370,2,32,2,19,3,0,16.15,-0.8500000000000227,0,0
5812,20.0,506,310,2,32,5,19,3,0,-3.3,6.3333333333333135,0,0
5813,11.0,468,258,2,102,1,19,23,0,14.133333333333333,3.4166666666666567,0,0
5814,11.0,455,283,2,102,0,19,23,0,11.883333333333333,5.0,0,0
5815,11.0,458,283,2,102,3,19,23,0,-0.8833333333333333,3.9333333333333367,0,0
5816,11.0,455,350,2,102,2,19,23,0,17.05,-3.5833333333333437,0,0
5817,11.0,464,350,2,102,5,19,23,0,17.0,-4.566666666666663,0,0
5818,11.0,456,350,2,102,6,19,23,0,61.68333333333333,-4.683333333333337,0,0
5819,11.0,461,266,2,102,4,19,23,0,29.25,4.75,0,0
5820,11.0,455,282,2,102,1,19,23,0,2.0,-1.7166666666666686,0,0
5821,11.0,456,350,2,102,0,19,23,0,12.383333333333333,-1.8833333333333253,0,0
5822,11.0,451,278,2,102,3,19,23,0,5.0,-6.25,0,0
5823,11.0,457,279,2,102,2,19,23,0,43.0,-8.0,0,0
5824,11.0,460,350,2,102,5,19,23,0,5.7333333333333325,6.800000000000013,0,0
5825,6.0,431,230,117,15,4,10,11,4,32.11666666666667,3.883333333333333,3,0
5826,6.0,422,280,18,185,4,8,10,4,54.0,-5.0,3,0
5827,10.0,452,320,13,106,1,20,21,4,8.033333333333333,5.4833333333333325,3,0
5828,6.0,418,300,13,156,0,18,20,4,65.01666666666667,-55.0,3,0
5829,10.0,450,320,13,106,3,20,21,4,2.216666666666667,4.966666666666669,3,0
5830,10.0,448,320,13,106,2,20,22,4,48.0,2.0,3,0
5831,10.0,445,320,13,106,5,20,21,4,10.45,2.0499999999999967,3,0
5832,10.0,453,320,13,106,6,20,22,4,47.0,0.9500000000000028,3,0
5833,10.0,452,320,13,106,4,20,21,4,2.0,6.0,3,0
5834,10.0,454,320,13,106,1,20,22,4,19.83333333333333,11.900000000000004,3,0
5835,6.0,417,300,13,156,0,18,19,4,2.966666666666667,-9.966666666666667,3,0
5836,1.0,458,360,13,8,0,19,21,3,26.61666666666667,0.4333333333333371,0,0
5837,1.0,455,390,28,27,0,14,18,3,56.0,-3.0833333333333437,0,0
5838,1.0,453,380,13,8,0,19,20,3,-0.08333333333333333,3.450000000000003,0,0
5839,1.0,451,390,28,27,0,14,17,3,1.0,-0.44999999999998863,0,0
5840,6.0,432,230,43,27,4,20,20,4,-14.0,-5.0,3,0
5841,6.0,430,240,13,117,4,18,19,4,8.0,4.0,3,0
5842,6.0,429,230,43,27,1,20,21,4,-1.9,1.3833333333333329,3,0
5843,6.0,429,240,13,117,1,18,19,4,0.15,-5.149999999999999,3,0
5844,6.0,429,240,13,117,0,19,20,4,18.266666666666666,2.7333333333333343,3,0
5845,6.0,422,230,43,27,3,20,20,4,-16.233333333333334,0.8999999999999986,3,0
5846,6.0,421,240,13,117,3,18,19,4,-2.0,-4.583333333333336,3,1
5847,6.0,420,230,43,27,2,20,21,4,-7.2,4.68333333333333,3,0
