,airport,cloud_altitude,cloud_friendly,cloud_type,conditions,pressure,raw_data,temp_air,temp_dewpoint,temp_relhum,time,visibility,wind_direction,wind_friendly,wind_speed,wind_speed_gust
0,KATL,400,Overcast skies,OVC,BR,30.25,KATL 301252Z 10008KT 5SM BR OVC004 23/21 A3025 RMK AO2 SLP235 CIG 003V006 T02280211,23,21,91,1538311920,5.0,100,Light winds,8,0
1,KATL,400,Overcast skies,OVC,BR,30.24,KATL 301152Z 09007KT 6SM BR OVC004 22/21 A3024 RMK AO2 SLP229 CIG 003V005 T02220206 10228 20222 51015,22,21,91,1538308320,6.0,90,Light winds,7,0
2,KATL,400,Overcast skies,OVC,BR,30.22,KATL 301052Z 08006KT 6SM BR OVC004 22/21 A3022 RMK AO2 SLP223 CIG 003V005 T02220211,22,21,94,1538304720,6.0,80,Light winds,6,0
3,KATL,400,Overcast skies,OVC,BR,30.21,KATL 300952Z 07006KT 6SM BR OVC004 22/21 A3021 RMK AO2 SLP218 T02220206,22,21,91,1538301120,6.0,70,Light winds,6,0
4,KATL,400,Overcast skies,OVC,BR,30.2,KATL 300911Z 12006KT 6SM BR OVC004 22/21 A3020 RMK AO2 T02220206,22,21,91,1538298660,6.0,120,Light winds,6,0
5,KATL,500,Overcast skies,OVC,,30.19,KATL 300852Z 10004KT 7SM OVC005 22/21 A3019 RMK AO2 SLP213 CIG 004V006 T02220206 56003,22,21,91,1538297520,7.0,100,Light winds,4,0
6,KATL,600,Scattered clouds,BKN,,30.19,KATL 300839Z 09006KT 7SM BKN006 OVC029 22/20 A3019 RMK AO2 T02220200,22,20,88,1538296740,7.0,90,Light winds,6,0
7,KATL,1300,Scattered clouds,BKN,,30.19,KATL 300752Z 09005KT 10SM FEW008 BKN013 OVC035 22/21 A3019 RMK AO2 SLP213 T02220206,22,21,91,1538293920,10.0,90,Light winds,5,0
8,KATL,1300,Scattered clouds,BKN,,30.19,KATL 300748Z 09006KT 10SM FEW008 BKN013 OVC035 22/20 A3019 RMK AO2,22,20,89,1538293680,10.0,90,Light winds,6,0
9,KATL,3500,Scattered clouds,FEW,,30.2,KATL 300652Z 12004KT 10SM FEW035 FEW200 23/20 A3020 RMK AO2 SLP216 T02280200,23,20,85,1538290320,10.0,120,Light winds,4,0
10,KATL,3500,Scattered clouds,FEW,,30.19,KATL 300552Z 11003KT 10SM FEW035 FEW200 23/21 A3019 RMK AO2 SLP211 T02280206 10278 20228 58003,23,21,88,1538286720,10.0,110,Calm winds,3,0
11,KATL,3500,Scattered clouds,SCT,,30.2,KATL 300452Z 14003KT 10SM SCT035 SCT047 SCT085 SCT200 23/21 A3020 RMK AO2 SLP215 T02330206 403110211,23,21,86,1538283120,10.0,140,Calm winds,3,0
12,KATL,25000,Scattered clouds,BKN,,30.24,KATL 010052Z 11005KT 10SM FEW050 FEW080 SCT200 BKN250 25/21 A3024 RMK AO2 SLP231 T02500206,25,21,78,1538355120,10.0,110,Light winds,5,0
13,KATL,25000,Scattered clouds,BKN,,30.21,KATL 302352Z 11007KT 10SM FEW027 FEW080 SCT200 BKN250 25/21 A3021 RMK AO2 SLP223 T02500206 10294 20250 53005,25,21,78,1538351520,10.0,110,Light winds,7,0
14,KATL,25000,Scattered clouds,BKN,,30.2,KATL 302252Z 12007KT 10SM FEW030TCU FEW080 SCT200 BKN250 27/20 A3020 RMK AO2 SLP218 TCU E-SE T02670200,27,20,69,1538347920,10.0,120,Light winds,7,0
15,KATL,25000,Scattered clouds,BKN,,30.2,KATL 302152Z 10007KT 10SM FEW030TCU SCT075 SCT200 BKN250 28/19 A3020 RMK AO2 SLP217 TCU ALQDS T02780194,28,19,63,1538344320,10.0,100,Light winds,7,0
16,KATL,8000,Scattered clouds,BKN,,30.2,KATL 302052Z VRB04KT 10SM SCT030TCU BKN080 BKN200 BKN250 29/21 A3020 RMK AO2 SLP217 TCU E-SE & W-NW T02890206 56017,29,21,63,1538340720,10.0,0,Light winds,4,0
17,KATL,15000,Scattered clouds,BKN,,30.21,KATL 301952Z VRB03KT 10SM SCT026 BKN150 BKN250 27/21 A3021 RMK AO2 SLP220 MDT CU ALQDS T02720206,27,21,69,1538337120,10.0,0,Calm winds,3,0
18,KATL,10000,Scattered clouds,BKN,,30.22,KATL 301909Z 11007KT 10SM FEW026 SCT036 BKN100 BKN250 27/21 A3022 RMK AO2 MDT CU ALQDS T02720211,27,21,71,1538334540,10.0,110,Light winds,7,0
19,KATL,2300,Scattered clouds,BKN,,30.23,KATL 301852Z 11008KT 10SM BKN023 BKN150 26/21 A3023 RMK AO2 SLP228 MDT CU N-E-SE T02610206,26,21,74,1538333520,10.0,110,Light winds,8,0
20,KATL,1500,Scattered clouds,BKN,,30.25,KATL 301752Z 11011KT 10SM BKN015 BKN025 25/21 A3025 RMK AO2 SLP235 T02500206 10261 20222 58006,25,21,78,1538329920,10.0,110,Windy,11,0
21,KATL,1500,Scattered clouds,BKN,,30.27,KATL 301652Z 09008KT 10SM BKN015 BKN032 25/21 A3027 RMK AO2 SLP241 T02500206,25,21,78,1538326320,10.0,90,Light winds,8,0
22,KATL,1500,Scattered clouds,BKN,,30.27,KATL 301619Z 12006KT 10SM BKN015 OVC024 24/21 A3027 RMK AO2 T02440206,24,21,81,1538324340,10.0,120,Light winds,6,0
23,KATL,1200,Scattered clouds,BKN,,30.27,KATL 301552Z 08007KT 10SM BKN012 OVC020 24/21 A3027 RMK AO2 SLP241 T02440211,24,21,83,1538322720,10.0,80,Light winds,7,0
24,KATL,15000,Scattered clouds,BKN,,30.32,KATL 011252Z 09008KT 10SM FEW032 FEW080 BKN150 BKN200 22/19 A3032 RMK AO2 SLP260 T02220189,22,19,83,1538398320,10.0,90,Light winds,8,0
25,KATL,20000,Scattered clouds,BKN,,30.3,KATL 011152Z 09006KT 10SM FEW008 FEW040 SCT060 BKN200 21/19 A3030 RMK AO2 SLP252 60000 T02110194 10228 20211 53012,21,19,91,1538394720,10.0,90,Light winds,6,0
26,KATL,20000,Scattered clouds,BKN,,30.3,KATL 011135Z 09006KT 10SM FEW009 SCT040 SCT060 BKN200 21/19 A3030 RMK AO2 T02110194,21,19,91,1538393700,10.0,90,Light winds,6,0
27,KATL,3000,Scattered clouds,BKN,,30.29,KATL 011052Z 10009KT 10SM FEW010 BKN030 BKN040 BKN200 22/19 A3029 RMK AO2 RAB10E27 SLP247 P0000 T02170194,22,19,88,1538391120,10.0,100,Light winds,9,0
28,KATL,6000,Raining,BKN,-RA,30.28,KATL 011020Z 08008KT 10SM -RA FEW010 SCT027 BKN060 BKN200 22/20 A3028 RMK AO2 RAB10 P0000 T02170200,22,20,91,1538389200,10.0,80,Light winds,8,0
29,KATL,2700,Scattered clouds,BKN,,30.27,KATL 010952Z 09008KT 10SM FEW010 BKN027 OVC035 22/19 A3027 RMK AO2 SLP242 BINOVC T02220194,22,19,85,1538387520,10.0,90,Light winds,8,0
30,KATL,2300,Scattered clouds,BKN,,30.26,KATL 010857Z 09007KT 10SM BKN023 BKN029 OVC040 22/19 A3026 RMK AO2 BINOVC T02220194,22,19,85,1538384220,10.0,90,Light winds,7,0
31,KATL,3700,Scattered clouds,BKN,,30.26,KATL 010852Z 10005KT 10SM SCT023 SCT029 BKN037 BKN250 22/19 A3026 RMK AO2 SLP238 T02220194 58002,22,19,85,1538383920,10.0,100,Light winds,5,0
32,KATL,4500,Scattered clouds,BKN,,30.26,KATL 010825Z 11006KT 10SM FEW013 FEW028 BKN045 BKN250 22/19 A3026 RMK AO2 T02220194,22,19,85,1538382300,10.0,110,Light winds,6,0
33,KATL,2800,Scattered clouds,BKN,,30.27,KATL 010752Z 10006KT 10SM SCT013 BKN028 OVC045 23/19 A3027 RMK AO2 SLP240 T02280194,23,19,82,1538380320,10.0,100,Light winds,6,0
34,KATL,2800,Scattered clouds,BKN,,30.27,KATL 010747Z 12007KT 10SM SCT013 BKN028 OVC045 23/19 A3027 RMK AO2,23,19,80,1538380020,10.0,120,Light winds,7,0
35,KATL,3200,Scattered clouds,BKN,,30.27,KATL 010652Z 09006KT 10SM BKN032 OVC050 23/19 A3027 RMK AO2 SLP242 T02280194,23,19,82,1538376720,10.0,90,Light winds,6,0
36,KATL,25000,Scattered clouds,SCT,,30.24,KATL 020052Z 10006KT 10SM FEW075 FEW150 SCT250 24/16 A3024 RMK AO2 SLP232 T02440161,24,16,62,1538441520,10.0,100,Light winds,6,0
37,KATL,25000,Scattered clouds,SCT,,30.23,KATL 012352Z 10006KT 10SM FEW080 FEW150 SCT250 26/15 A3023 RMK AO2 SLP229 T02560150 10300 20256 55002,26,15,55,1538437920,10.0,100,Light winds,6,0
38,KATL,25000,Scattered clouds,SCT,,30.23,KATL 012252Z 10008KT 10SM FEW048 FEW150 SCT250 27/16 A3023 RMK AO2 SLP227 T02670161,27,16,55,1538434320,10.0,100,Light winds,8,0
39,KATL,20000,Scattered clouds,SCT,,30.23,KATL 012152Z 05005KT 10SM FEW048 FEW080 SCT200 SCT250 28/17 A3023 RMK AO2 SLP227 T02830167,28,17,52,1538430720,10.0,50,Light winds,5,0
40,KATL,15000,Scattered clouds,BKN,,30.24,KATL 012052Z 11011KT 10SM FEW050 FEW085 BKN150 BKN250 29/16 A3024 RMK AO2 SLP229 T02940161 56021,29,16,47,1538427120,10.0,110,Windy,11,0
41,KATL,25000,Scattered clouds,BKN,,30.26,KATL 011952Z COR 12009KT 090V160 10SM FEW050 SCT085 BKN250 29/17 A3026 RMK AO2 SLP235 T02940167,29,17,49,1538423520,10.0,120,Light winds,9,0
42,KATL,25000,Scattered clouds,SCT,,30.27,KATL 011852Z 08011G14KT 10SM FEW045 FEW150 SCT250 29/17 A3027 RMK AO2 SLP241 T02940167,29,17,49,1538419920,10.0,80,Windy,11,14
43,KATL,25000,Scattered clouds,BKN,,30.3,KATL 011752Z 14003KT 10SM FEW045 FEW150 BKN250 28/17 A3030 RMK AO2 SLP252 T02830172 10289 20211 58012,28,17,54,1538416320,10.0,140,Calm winds,3,0
44,KATL,25000,Scattered clouds,BKN,,30.32,KATL 011652Z 11007KT 10SM FEW040 FEW150 BKN250 28/17 A3032 RMK AO2 SLP258 T02780167,28,17,54,1538412720,10.0,110,Light winds,7,0
45,KATL,15000,Scattered clouds,BKN,,30.34,KATL 011552Z 12007KT 10SM FEW035 FEW080 BKN150 BKN250 27/17 A3034 RMK AO2 SLP264 T02670172,27,17,59,1538409120,10.0,120,Light winds,7,0
46,KATL,25000,Scattered clouds,BKN,,30.34,KATL 011452Z 10008KT 10SM FEW030 FEW080 SCT150 BKN250 26/18 A3034 RMK AO2 SLP265 T02610178 51014,26,18,63,1538405520,10.0,100,Light winds,8,0
47,KATL,25000,Scattered clouds,BKN,,30.34,KATL 011352Z 10008KT 10SM FEW020 FEW080 SCT150 BKN250 24/18 A3034 RMK AO2 SLP265 T02390183,24,18,73,1538401920,10.0,100,Light winds,8,0
48,KATL,8000,Scattered clouds,FEW,,30.28,KATL 021252Z 09005KT 10SM FEW080 FEW120 21/17 A3028 RMK AO2 SLP246 T02110172,21,17,80,1538484720,10.0,90,Light winds,5,0
49,KATL,7500,Scattered clouds,FEW,,30.27,KATL 021152Z 10004KT 10SM FEW075 FEW150 FEW200 19/16 A3027 RMK AO2 SLP243 T01940161 10217 20189 51010,19,16,83,1538481120,10.0,100,Light winds,4,0
50,KATL,7500,Scattered clouds,SCT,,30.26,KATL 021052Z 09004KT 10SM SCT075 SCT110 SCT250 19/16 A3026 RMK AO2 SLP240 T01940161,19,16,83,1538477520,10.0,90,Light winds,4,0
51,KATL,8000,Scattered clouds,FEW,,30.25,KATL 020952Z 09004KT 10SM FEW080 FEW250 19/16 A3025 RMK AO2 SLP235 T01940161,19,16,83,1538473920,10.0,90,Light winds,4,0
52,KATL,8000,Scattered clouds,FEW,,30.24,KATL 020852Z 09003KT 10SM FEW080 FEW250 20/16 A3024 RMK AO2 SLP231 T02000161 55003,20,16,80,1538470320,10.0,90,Calm winds,3,0
53,KATL,99999,Clear skies,CLR,,30.24,KATL 020752Z 08005KT 10SM CLR 21/16 A3024 RMK AO2 SLP230 T02060161,21,16,77,1538466720,10.0,80,Light winds,5,0
54,KATL,7500,Scattered clouds,FEW,,30.24,KATL 020652Z 12005KT 10SM FEW075 FEW250 21/16 A3024 RMK AO2 SLP232 T02110156,21,16,73,1538463120,10.0,120,Light winds,5,0
55,KATL,7500,Scattered clouds,FEW,,30.25,KATL 020552Z 11004KT 10SM FEW075 22/16 A3025 RMK AO2 SLP233 T02170156 10256 20217 58005,22,16,70,1538459520,10.0,110,Light winds,4,0
56,KATL,7500,Scattered clouds,FEW,,30.26,KATL 020452Z 12004KT 10SM FEW075 FEW150 FEW250 22/15 A3026 RMK AO2 SLP236 T02220150 403000211,22,15,66,1538455920,10.0,120,Light winds,4,0
57,KATL,25000,Scattered clouds,SCT,,30.27,KATL 020352Z 10005KT 10SM FEW075 FEW150 SCT250 23/14 A3027 RMK AO2 SLP239 T02280144,23,14,62,1538452320,10.0,100,Light winds,5,0
58,KATL,7500,Scattered clouds,FEW,,30.26,KATL 020252Z 10004KT 10SM FEW075 FEW250 23/14 A3026 RMK AO2 SLP239 T02280144 53010,23,14,62,1538448720,10.0,100,Light winds,4,0
59,KATL,7500,Scattered clouds,FEW,,30.25,KATL 020152Z 10005KT 10SM FEW075 FEW250 24/15 A3025 RMK AO2 SLP236 T02440150,24,15,58,1538445120,10.0,100,Light winds,5,0
60,KATL,25000,Scattered clouds,SCT,,30.17,KATL 030052Z 00000KT 10SM FEW200 SCT250 26/17 A3017 RMK AO2 SLP209 T02560167,26,17,60,1538527920,10.0,0,Calm winds,0,0
61,KATL,25000,Scattered clouds,SCT,,30.17,KATL 022352Z 12003KT 10SM FEW200 SCT250 26/16 A3017 RMK AO2 SLP208 T02610161 10306 20261 56003,26,16,57,1538524320,10.0,120,Calm winds,3,0
62,KATL,25000,Scattered clouds,BKN,,30.17,KATL 022252Z 10006KT 10SM FEW050 FEW200 BKN250 28/16 A3017 RMK AO2 SLP207 T02830161,28,16,50,1538520720,10.0,100,Light winds,6,0
63,KATL,25000,Scattered clouds,SCT,,30.17,KATL 022152Z 06005KT 10SM FEW055 SCT250 29/16 A3017 RMK AO2 SLP207 T02890156,29,16,47,1538517120,10.0,60,Light winds,5,0
64,KATL,25000,Scattered clouds,SCT,,30.18,KATL 022052Z 06003KT 10SM FEW055 FEW200 SCT250 29/16 A3018 RMK AO2 SLP209 T02940161 56016,29,16,47,1538513520,10.0,60,Calm winds,3,0
65,KATL,25000,Scattered clouds,BKN,,30.18,KATL 021952Z VRB06KT 10SM FEW055 FEW200 BKN250 30/16 A3018 RMK AO2 SLP211 T03000156,30,16,45,1538509920,10.0,0,Light winds,6,0
66,KATL,25000,Scattered clouds,BKN,,30.2,KATL 021852Z 00000KT 10SM FEW050 FEW200 BKN250 30/16 A3020 RMK AO2 SLP216 T03000161,30,16,46,1538506320,10.0,0,Calm winds,0,0
67,KATL,25000,Scattered clouds,SCT,,30.23,KATL 021752Z 00000KT 10SM FEW043 SCT250 28/16 A3023 RMK AO2 SLP225 T02830161 10294 20194 58020,28,16,50,1538502720,10.0,0,Calm winds,0,0
68,KATL,4500,Scattered clouds,SCT,,30.25,KATL 021652Z 16006KT 10SM SCT045 SCT250 28/17 A3025 RMK AO2 SLP235 T02830172,28,17,54,1538499120,10.0,160,Light winds,6,0
69,KATL,4000,Scattered clouds,FEW,,30.27,KATL 021552Z 13005KT 10SM FEW040 FEW250 28/18 A3027 RMK AO2 SLP241 T02830183,28,18,57,1538495520,10.0,130,Light winds,5,0
70,KATL,25000,Scattered clouds,SCT,,30.29,KATL 021452Z 08005KT 10SM FEW030 FEW120 SCT250 26/19 A3029 RMK AO2 SLP248 T02610189 51005,26,19,67,1538491920,10.0,80,Light winds,5,0
71,KATL,2000,Scattered clouds,FEW,,30.29,KATL 021352Z 10005KT 10SM FEW020 FEW120 FEW250 24/18 A3029 RMK AO2 SLP247 T02390183,24,18,73,1538488320,10.0,100,Light winds,5,0
72,KATL,25000,Scattered clouds,SCT,,30.19,KATL 031252Z 00000KT 10SM SCT250 23/18 A3019 RMK AO2 SLP213 T02330178,23,18,73,1538571120,10.0,0,Calm winds,0,0
73,KATL,25000,Scattered clouds,SCT,,30.18,KATL 031152Z 00000KT 10SM SCT250 21/17 A3018 RMK AO2 SLP210 T02110167 10222 20200 51007,21,17,78,1538567520,10.0,0,Calm winds,0,0
74,KATL,25000,Scattered clouds,SCT,,30.17,KATL 031052Z 00000KT 10SM SCT250 21/16 A3017 RMK AO2 SLP209 T02060161,21,16,77,1538563920,10.0,0,Calm winds,0,0
75,KATL,25000,Scattered clouds,FEW,,30.16,KATL 030952Z 00000KT 10SM FEW250 21/16 A3016 RMK AO2 SLP204 T02110161,21,16,75,1538560320,10.0,0,Calm winds,0,0
76,KATL,99999,Clear skies,CLR,,30.16,KATL 030852Z 00000KT 10SM CLR 21/17 A3016 RMK AO2 SLP202 T02110167 58006,21,17,78,1538556720,10.0,0,Calm winds,0,0
77,KATL,99999,Clear skies,CLR,,30.16,KATL 030752Z 00000KT 10SM CLR 21/17 A3016 RMK AO2 SLP204 T02110167,21,17,78,1538553120,10.0,0,Calm winds,0,0
78,KATL,99999,Clear skies,CLR,,30.17,KATL 030652Z 00000KT 10SM CLR 22/17 A3017 RMK AO2 SLP206 T02170167,22,17,75,1538549520,10.0,0,Calm winds,0,0
79,KATL,25000,Scattered clouds,FEW,,30.17,KATL 030552Z 00000KT 10SM FEW250 22/17 A3017 RMK AO2 SLP208 T02220167 10261 20211 58001,22,17,73,1538545920,10.0,0,Calm winds,0,0
80,KATL,25000,Scattered clouds,FEW,,30.18,KATL 030452Z 00000KT 10SM FEW250 23/17 A3018 RMK AO2 SLP209 T02280172 403060189,23,17,73,1538542320,10.0,0,Calm winds,0,0
81,KATL,25000,Scattered clouds,FEW,,30.19,KATL 030352Z 00000KT 10SM FEW250 24/17 A3019 RMK AO2 SLP212 T02390167,24,17,66,1538538720,10.0,0,Calm winds,0,0
82,KATL,25000,Scattered clouds,FEW,,30.18,KATL 030252Z 00000KT 10SM FEW250 24/17 A3018 RMK AO2 SLP209 T02440167 50003,24,17,64,1538535120,10.0,0,Calm winds,0,0
83,KATL,25000,Scattered clouds,FEW,,30.18,KATL 030152Z 00000KT 10SM FEW250 24/17 A3018 RMK AO2 SLP212 T02440167,24,17,64,1538531520,10.0,0,Calm winds,0,0
84,KATL,25000,Scattered clouds,SCT,,30.11,KATL 040052Z 00000KT 10SM SCT250 27/17 A3011 RMK AO2 SLP185 T02670172,27,17,59,1538614320,10.0,0,Calm winds,0,0
85,KATL,25000,Scattered clouds,SCT,,30.09,KATL 032352Z 18003KT 10SM SCT250 27/17 A3009 RMK AO2 SLP181 T02720172 10322 20272 53003,27,17,57,1538610720,10.0,180,Calm winds,3,0
86,KATL,25000,Scattered clouds,SCT,,30.09,KATL 032252Z 12005KT 10SM FEW055 SCT250 29/17 A3009 RMK AO2 SLP179 MDT CU OHD-W T02940167,29,17,49,1538607120,10.0,120,Light winds,5,0
87,KATL,7000,Scattered clouds,BKN,,30.08,KATL 032152Z 00000KT 10SM SCT055 BKN070 BKN250 30/16 A3008 RMK AO2 SLP178 MDT CU OHD-W T03000161,30,16,46,1538603520,10.0,0,Calm winds,0,0
88,KATL,6000,Scattered clouds,SCT,,30.08,KATL 032052Z 18006KT 10SM SCT060 SCT250 31/17 A3008 RMK AO2 SLP176 T03110167 56017,31,17,45,1538599920,10.0,180,Light winds,6,0
89,KATL,6000,Scattered clouds,SCT,,30.09,KATL 031952Z 12004KT 10SM SCT060 SCT250 31/16 A3009 RMK AO2 SLP180 T03110156,31,16,42,1538596320,10.0,120,Light winds,4,0
90,KATL,30000,Scattered clouds,BKN,,30.11,KATL 031852Z 13006KT 10SM FEW055 SCT250 BKN300 31/17 A3011 RMK AO2 SLP186 T03110167,31,17,45,1538592720,10.0,130,Light winds,6,0
91,KATL,30000,Scattered clouds,BKN,,30.14,KATL 031752Z 00000KT 10SM SCT050 SCT250 BKN300 31/17 A3014 RMK AO2 SLP194 T03110172 10311 20211 58017,31,17,46,1538589120,10.0,0,Calm winds,0,0
92,KATL,4700,Scattered clouds,SCT,,30.16,KATL 031652Z VRB06KT 10SM SCT047 SCT250 29/18 A3016 RMK AO2 SLP203 T02940178,29,18,52,1538585520,10.0,0,Light winds,6,0
93,KATL,4300,Scattered clouds,SCT,,30.18,KATL 031552Z VRB03KT 10SM SCT043 SCT250 28/17 A3018 RMK AO2 SLP207 T02780172,28,17,55,1538581920,10.0,0,Calm winds,3,0
94,KATL,25000,Scattered clouds,SCT,,30.19,KATL 031452Z VRB04KT 10SM FEW030 FEW200 SCT250 28/19 A3019 RMK AO2 SLP211 T02780194 50003,28,19,63,1538578320,10.0,0,Light winds,4,0
95,KATL,25000,Scattered clouds,SCT,,30.19,KATL 031352Z 22004KT 10SM SCT250 26/19 A3019 RMK AO2 SLP213 T02560194,26,19,71,1538574720,10.0,220,Light winds,4,0
96,KATL,6500,Scattered clouds,FEW,,30.18,KATL 041252Z 29003KT 10SM FEW065 23/19 A3018 RMK AO2 SLP211 T02330189,23,19,78,1538657520,10.0,290,Calm winds,3,0
97,KATL,5500,Scattered clouds,FEW,,30.16,KATL 041152Z 31003KT 10SM FEW055 FEW250 21/18 A3016 RMK AO2 SLP203 T02060178 10233 20206 51015,21,18,85,1538653920,10.0,310,Calm winds,3,0
98,KATL,25000,Scattered clouds,FEW,,30.14,KATL 041052Z 30003KT 10SM FEW250 21/17 A3014 RMK AO2 SLP197 T02110172,21,17,80,1538650320,10.0,300,Calm winds,3,0
99,KATL,99999,Clear skies,CLR,,30.13,KATL 040952Z 00000KT 10SM CLR 21/18 A3013 RMK AO2 SLP192 T02110178,21,18,83,1538646720,10.0,0,Calm winds,0,0
100,KATL,99999,Clear skies,CLR,,30.11,KATL 040852Z 00000KT 10SM CLR 22/18 A3011 RMK AO2 SLP185 T02220178 55001,22,18,78,1538643120,10.0,0,Calm winds,0,0
101,KATL,99999,Clear skies,CLR,,30.1,KATL 040752Z 00000KT 10SM CLR 22/18 A3010 RMK AO2 SLP182 T02220178,22,18,78,1538639520,10.0,0,Calm winds,0,0
102,KATL,99999,Clear skies,CLR,,30.1,KATL 040652Z 00000KT 10SM CLR 23/17 A3010 RMK AO2 SLP183 T02280172,23,17,73,1538635920,10.0,0,Calm winds,0,0
103,KATL,99999,Clear skies,CLR,,30.11,KATL 040552Z 00000KT 10SM CLR 23/18 A3011 RMK AO2 SLP186 T02330183 10272 20233 58005,23,18,75,1538632320,10.0,0,Calm winds,0,0
104,KATL,99999,Clear skies,CLR,,30.12,KATL 040452Z 00000KT 10SM CLR 24/18 A3012 RMK AO2 SLP189 T02390183 403220200,24,18,73,1538628720,10.0,0,Calm winds,0,0
105,KATL,99999,Clear skies,CLR,,30.13,KATL 040352Z 00000KT 10SM CLR 24/18 A3013 RMK AO2 SLP190 T02440183,24,18,71,1538625120,10.0,0,Calm winds,0,0
106,KATL,25000,Scattered clouds,FEW,,30.13,KATL 040252Z 00000KT 10SM FEW250 26/18 A3013 RMK AO2 SLP191 T02560178 51012,26,18,64,1538621520,10.0,0,Calm winds,0,0
107,KATL,25000,Scattered clouds,FEW,,30.12,KATL 040152Z 00000KT 10SM FEW250 26/18 A3012 RMK AO2 SLP188 T02610178,26,18,63,1538617920,10.0,0,Calm winds,0,0
108,KATL,99999,Clear skies,CLR,,30.08,KATL 050052Z 32005KT 10SM CLR 27/18 A3008 RMK AO2 SLP177 T02720183,27,18,61,1538700720,10.0,320,Light winds,5,0
109,KATL,99999,Clear skies,CLR,,30.07,KATL 042352Z 31005KT 10SM CLR 28/18 A3007 RMK AO2 SLP175 T02830178 10328 20278 55005,28,18,56,1538697120,10.0,310,Light winds,5,0
110,KATL,25000,Scattered clouds,FEW,,30.07,KATL 042252Z 30006KT 10SM FEW250 29/17 A3007 RMK AO2 SLP173 T02940172,29,17,51,1538693520,10.0,300,Light winds,6,0
111,KATL,6000,Scattered clouds,FEW,,30.07,KATL 042152Z 35005KT 10SM FEW060 FEW250 32/17 A3007 RMK AO2 SLP173 T03170167,32,17,43,1538689920,10.0,350,Light winds,5,0
112,KATL,6500,Scattered clouds,FEW,,30.09,KATL 042052Z 32007KT 10SM FEW065 FEW250 32/17 A3009 RMK AO2 SLP178 T03170172 56016,32,17,45,1538686320,10.0,320,Light winds,7,0
113,KATL,6000,Scattered clouds,FEW,,30.1,KATL 041952Z 29008KT 10SM FEW060 32/18 A3010 RMK AO2 SLP181 MDT CU SE T03220178,32,18,45,1538682720,10.0,290,Light winds,8,0
114,KATL,6000,Scattered clouds,SCT,,30.12,KATL 041852Z 33008KT 10SM SCT060 SCT250 31/17 A3012 RMK AO2 SLP187 MDT CU OHD-E T03060172,31,17,47,1538679120,10.0,330,Light winds,8,0
115,KATL,5500,Scattered clouds,SCT,,30.14,KATL 041752Z VRB03KT 10SM SCT055 SCT250 32/18 A3014 RMK AO2 SLP194 MDT CU NE-SE T03170183 10317 20206 58017,32,18,48,1538675520,10.0,0,Calm winds,3,0
116,KATL,5000,Scattered clouds,SCT,,30.16,KATL 041652Z VRB03KT 10SM SCT050 29/18 A3016 RMK AO2 SLP203 T02940178,29,18,52,1538671920,10.0,0,Calm winds,3,0
117,KATL,4500,Scattered clouds,FEW,,30.18,KATL 041552Z 33007KT 10SM FEW045 30/18 A3018 RMK AO2 SLP208 T03000183,30,18,52,1538668320,10.0,330,Light winds,7,0
118,KATL,25000,Scattered clouds,FEW,,30.19,KATL 041452Z VRB03KT 10SM FEW250 28/19 A3019 RMK AO2 SLP213 T02830189 51011,28,19,59,1538664720,10.0,0,Calm winds,3,0
119,KATL,99999,Clear skies,CLR,,30.19,KATL 041352Z 29003KT 10SM CLR 27/18 A3019 RMK AO2 SLP212 T02670178,27,18,61,1538661120,10.0,290,Calm winds,3,0
120,KATL,25000,Scattered clouds,FEW,,30.14,KATL 051252Z 31003KT 10SM FEW250 24/19 A3014 RMK AO2 SLP196 T02440194,24,19,75,1538743920,10.0,310,Calm winds,3,0
121,KATL,25000,Scattered clouds,FEW,,30.13,KATL 051152Z 31004KT 10SM FEW250 22/19 A3013 RMK AO2 SLP194 T02170189 10233 20211 51013,22,19,85,1538740320,10.0,310,Light winds,4,0
122,KATL,10000,Scattered clouds,FEW,,30.12,KATL 051052Z 00000KT 10SM FEW100 22/19 A3012 RMK AO2 SLP191 T02170189,22,19,85,1538736720,10.0,0,Calm winds,0,0
123,KATL,99999,Clear skies,CLR,,30.11,KATL 050952Z 31004KT 10SM CLR 22/19 A3011 RMK AO2 SLP184 T02170189,22,19,85,1538733120,10.0,310,Light winds,4,0
124,KATL,99999,Clear skies,CLR,,30.09,KATL 050852Z 32006KT 10SM CLR 22/19 A3009 RMK AO2 SLP179 T02220189 53002,22,19,83,1538729520,10.0,320,Light winds,6,0
125,KATL,99999,Clear skies,CLR,,30.09,KATL 050752Z 00000KT 10SM CLR 23/19 A3009 RMK AO2 SLP176 T02280189,23,19,80,1538725920,10.0,0,Calm winds,0,0
126,KATL,99999,Clear skies,CLR,,30.09,KATL 050652Z 32003KT 10SM CLR 23/19 A3009 RMK AO2 SLP177 T02330194,23,19,80,1538722320,10.0,320,Calm winds,3,0
127,KATL,99999,Clear skies,CLR,,30.09,KATL 050552Z 32005KT 10SM CLR 23/19 A3009 RMK AO2 SLP176 T02330194 10283 20233 58005,23,19,80,1538718720,10.0,320,Light winds,5,0
128,KATL,99999,Clear skies,CLR,,30.09,KATL 050452Z 31004KT 10SM CLR 24/19 A3009 RMK AO2 SLP179 T02390194 403280206,24,19,78,1538715120,10.0,310,Light winds,4,0
