,airport,cloud_altitude,cloud_friendly,cloud_type,conditions,pressure,raw_data,temp_air,temp_dewpoint,temp_relhum,time,visibility,wind_direction,wind_friendly,wind_speed,wind_speed_gust
1315,KDEN,22000,Scattered clouds,SCT,,29.88,KDEN 051753Z 33008KT 10SM FEW090 FEW120 SCT220 22/M01 A2988 RMK AO2 SLP059 T02221011 10222 20072 58003,22,-1,24,1538761980,10.0,330,Light winds,8,0
1316,KDEN,22000,Scattered clouds,SCT,,29.89,KDEN 051653Z 28008KT 10SM FEW090 FEW120 SCT220 21/M02 A2989 RMK AO2 SLP066 T02061017,21,-2,25,1538758380,10.0,280,Light winds,8,0
1317,KDEN,22000,Scattered clouds,SCT,,29.89,KDEN 051553Z 26007KT 10SM FEW080 FEW110 SCT220 19/00 A2989 RMK AO2 SLP072 T01890000,19,0,31,1538754780,10.0,260,Light winds,7,0
1318,KDEN,20000,Scattered clouds,SCT,,29.89,KDEN 051453Z 23004KT 10SM FEW080 FEW130 SCT200 14/01 A2989 RMK AO2 SLP078 T01390011 51004,14,1,45,1538751180,10.0,230,Light winds,4,0
1319,KDEN,20000,Scattered clouds,SCT,,29.89,KDEN 051353Z 10SM FEW080 FEW130 SCT200 10/M01 A2989 RMK AO2 SLP085 T01001006,10,-1,51,1538747580,10.0,0,Calm winds,0,0
1320,KDEN,3700,Scattered clouds,BKN,,30.11,KDEN 061253Z 11004KT 10SM FEW008 SCT027 BKN037 02/01 A3011 RMK AO2 SLP188 T00170011,2,1,96,1538830380,10.0,110,Light winds,4,0
1321,KDEN,3900,Scattered clouds,BKN,,30.12,KDEN 061246Z 12004KT 10SM FEW008 SCT027 BKN039 02/01 A3012 RMK AO2 T00170011,2,1,96,1538829960,10.0,120,Light winds,4,0
1322,KDEN,2600,Overcast skies,OVC,,30.13,KDEN 061153Z 12005KT 10SM FEW010 OVC026 01/01 A3013 RMK AO2 SLP193 60018 70024 T00110006 10039 20006 58012,1,1,97,1538826780,10.0,120,Light winds,5,0
1323,KDEN,2700,Overcast skies,OVC,,30.15,KDEN 061053Z 12004KT 10SM FEW002 OVC027 01/01 A3015 RMK AO2 SLP196 T00060006,1,1,100,1538823180,10.0,120,Light winds,4,0
1324,KDEN,2500,Scattered clouds,BKN,,30.16,KDEN 061019Z 12005KT 8SM SCT002 BKN025 OVC044 01/01 A3016 RMK AO2 T00060006,1,1,100,1538821140,8.0,120,Light winds,5,0
1325,KDEN,4300,Showers,BKN,,30.16,KDEN 060953Z 12005KT 7SM FEW002 BKN043 OVC055 01/01 A3016 RMK AO2 SLP195 RAB29E45SNE45 VCSH P0007 T00060006,1,1,100,1538819580,7.0,120,Light winds,5,0
1326,KDEN,4300,Scattered clouds,BKN,-SN RA BR,30.16,KDEN 060938Z 14004KT 5SM -SNRA BR FEW002 BKN043 OVC050 01/01 A3016 RMK AO2 RAB29 P0007 T00060006,1,1,100,1538818680,5.0,140,Light winds,4,0
1327,KDEN,200,Scattered clouds,BKN,BR,30.16,KDEN 060931Z 14004KT 3SM BR BKN002 OVC012 01/01 A3016 RMK AO2 UPB28E31SNE28 P0007 T00060006,1,1,100,1538818260,3.0,140,Light winds,4,0
1328,KDEN,200,Snowing,BKN,-SN BR,30.16,KDEN 060921Z 13005KT 1 1/2SM R35L/5500VP6000FT -SN BR BKN002 OVC012 01/01 A3016 RMK AO2 TWR VIS 2 1/2 P0007 T00060006,1,1,100,1538817660,1.5,130,Light winds,5,0
1329,KDEN,1000,Snowing,OVC,-SN BR,30.17,KDEN 060913Z 12005KT 1 1/4SM R35L/5500VP6000FT -SN BR OVC010 01/01 A3017 RMK AO2 TWR VIS 2 1/2 P0006 T00060006,1,1,100,1538817180,1.25,120,Light winds,5,0
1330,KDEN,900,Snowing,VV,-SN BR,30.17,KDEN 060903Z 13005KT 1SM R35L/5500VP6000FT -SN BR VV009 01/01 A3017 RMK AO2 TWR VIS 2 1/2 P0003 T00060006,1,1,100,1538816580,1.0,130,Light winds,5,0
1331,KDEN,1300,Snowing,OVC,-SN BR,30.17,KDEN 060853Z 14005KT 1SM R35L/4500VP6000FT -SN BR FEW006 OVC013 01/01 A3017 RMK AO2 TWR VIS 2 1/2 RAE22 SLP195 P0007 60011 T00060006 53002,1,1,100,1538815980,1.0,140,Light winds,5,0
1332,KDEN,22000,Scattered clouds,BKN,,29.93,KDEN 070053Z 16009KT 10SM FEW055 SCT110 BKN220 11/02 A2993 RMK AO2 SLP117 T01060022,11,2,59,1538873580,10.0,160,Light winds,9,0
1333,KDEN,11000,Scattered clouds,BKN,,29.91,KDEN 062353Z 15016KT 10SM FEW055 BKN110 BKN220 12/02 A2991 RMK AO2 PK WND 14026/2304 SLP108 T01170017 10161 20117 55004,12,2,53,1538869980,10.0,150,Windy,16,0
1334,KDEN,22000,Scattered clouds,BKN,,29.91,KDEN 062253Z 15018KT 10SM SCT055 SCT120 BKN220 13/02 A2991 RMK AO2 PK WND 16030/2154 SLP107 T01280022,13,2,52,1538866380,10.0,150,Windy,18,0
1335,KDEN,5500,Scattered clouds,BKN,,29.92,KDEN 062153Z 14023G29KT 10SM BKN055 BKN120 BKN220 14/03 A2992 RMK AO2 PK WND 15030/2126 SLP105 T01440028,14,3,49,1538862780,10.0,140,Windy,23,29
1336,KDEN,5000,Scattered clouds,BKN,,29.93,KDEN 062053Z 14020G26KT 10SM BKN050 BKN120 BKN200 15/03 A2993 RMK AO2 PK WND 13026/2052 SLP108 T01500028 56028,15,3,47,1538859180,10.0,140,Windy,20,26
1337,KDEN,5500,Scattered clouds,BKN,,29.95,KDEN 061953Z 19015G24KT 10SM BKN055 BKN110 BKN200 15/02 A2995 RMK AO2 SLP115 T01500022,15,2,45,1538855580,10.0,190,Windy,15,24
1338,KDEN,11000,Scattered clouds,BKN,,29.99,KDEN 061853Z 19015G22KT 10SM SCT050 BKN110 BKN200 14/02 A2999 RMK AO2 SLP125 T01440022,14,2,47,1538851980,10.0,190,Windy,15,22
1339,KDEN,20000,Scattered clouds,BKN,,30.02,KDEN 061753Z 17016G24KT 10SM FEW050 SCT100 BKN200 13/03 A3002 RMK AO2 PK WND 16026/1726 SLP137 T01330033 10133 20011 58020,13,3,54,1538848380,10.0,170,Windy,16,24
1340,KDEN,10000,Scattered clouds,BKN,,30.06,KDEN 061653Z 16019KT 10SM FEW035 SCT050 BKN100 11/04 A3006 RMK AO2 SLP152 T01110039,11,4,64,1538844780,10.0,160,Windy,19,0
1341,KDEN,5000,Scattered clouds,SCT,,30.08,KDEN 061553Z 12009KT 10SM FEW035 SCT050 SCT130 09/04 A3008 RMK AO2 SLP164 T00890044,9,4,75,1538841180,10.0,120,Light winds,9,0
1342,KDEN,3500,Scattered clouds,BKN,,30.09,KDEN 061453Z 13009KT 10SM FEW012 BKN035 BKN085 06/04 A3009 RMK AO2 SLP176 T00560039 56012,6,4,90,1538837580,10.0,130,Light winds,9,0
1343,KDEN,3300,Scattered clouds,BKN,,30.1,KDEN 061353Z 11005KT 10SM FEW008 FEW025 BKN033 03/02 A3010 RMK AO2 SLP179 T00330022,3,2,93,1538833980,10.0,110,Light winds,5,0
1344,KDTW,900,Scattered clouds,BKN,,30.3,KDTW 301253Z 05008KT 7SM BKN009 BKN045 OVC070 09/07 A3030 RMK AO2 RAE1155 SLP262 P0000 T00890067 $,9,7,87,1538311980,7.0,50,Light winds,8,0
1345,KDTW,900,Overcast skies,OVC,,30.31,KDTW 301237Z 04006KT 7SM OVC009 09/07 A3031 RMK AO2 RAE1155 P0000 T00890067 $,9,7,87,1538311020,7.0,40,Light winds,6,0
1346,KDTW,1000,Raining,OVC,-RA,30.31,KDTW 301153Z 05008KT 8SM -RA OVC010 08/06 A3031 RMK AO2 RAB09 SLP264 P0000 60004 70004 T00830061 10111 20083 52001 $,8,6,87,1538308380,8.0,50,Light winds,8,0
1347,KDTW,1100,Overcast skies,OVC,,30.31,KDTW 301053Z 04007KT 10SM OVC011 08/06 A3031 RMK AO2 RAE17B39E50 SLP265 P0001 T00830056 $,8,6,84,1538304780,10.0,40,Light winds,7,0
1348,KDTW,1300,Scattered clouds,BKN,,30.3,KDTW 301018Z 03006KT 9SM BKN013 OVC055 09/06 A3030 RMK AO2 RAE17 P0001 T00890061 $,9,6,84,1538302680,9.0,30,Light winds,6,0
1349,KDTW,5500,Raining,OVC,-RA,30.3,KDTW 300953Z 03008KT 10SM -RA OVC055 09/06 A3030 RMK AO2 RAB52 SLP261 P0000 T00890056 $,9,6,81,1538301180,10.0,30,Light winds,8,0
1350,KDTW,5000,Overcast skies,OVC,,30.3,KDTW 300853Z 03008KT 10SM OVC050 09/06 A3030 RMK AO2 RAB08E27 SLP262 P0000 60003 T00940061 58001 $,9,6,81,1538297580,10.0,30,Light winds,8,0
1351,KDTW,5000,Overcast skies,OVC,,30.31,KDTW 300753Z 02008KT 10SM FEW030 OVC050 09/06 A3031 RMK AO2 RAE44 SLP264 P0000 T00940056 $,9,6,79,1538293980,10.0,20,Light winds,8,0
1352,KDTW,5500,Raining,OVC,-RA,30.32,KDTW 300653Z 01008KT 10SM -RA OVC055 10/06 A3032 RMK AO2 RAE12B53 SLP268 P0003 T01000056 $,10,6,76,1538290380,10.0,10,Light winds,8,0
1353,KDTW,6000,Raining,OVC,-RA,30.3,KDTW 300553Z 02006KT 7SM -RA OVC060 12/06 A3030 RMK AO2 RAB21 SLP262 P0000 60000 T01170061 10150 20117 55001 $,12,6,71,1538286780,7.0,20,Light winds,6,0
1354,KDTW,6000,Overcast skies,OVC,,30.29,KDTW 300453Z 04006KT 10SM OVC060 13/04 A3029 RMK AO2 SLP256 T01330044 401780072 $,13,4,58,1538283180,10.0,40,Light winds,6,0
1355,KDTW,6500,Overcast skies,OVC,,30.3,KDTW 300353Z 03006KT 10SM OVC065 13/04 A3030 RMK AO2 SLP261 T01330044 $,13,4,58,1538279580,10.0,30,Light winds,6,0
1356,KDTW,8000,Overcast skies,OVC,,30.21,KDTW 010053Z 02010KT 8SM SCT060 OVC080 13/09 A3021 RMK AO2 SLP230 T01330094 $,13,9,79,1538355180,8.0,20,Light winds,10,0
1357,KDTW,8000,Scattered clouds,BKN,,30.18,KDTW 302353Z 03009KT 10SM BKN080 BKN110 OVC250 14/10 A3018 RMK AO2 SLP222 T01440100 10194 20144 53001 $,14,10,77,1538351580,10.0,30,Light winds,9,0
1358,KDTW,10000,Scattered clouds,BKN,,30.17,KDTW 302253Z 06007KT 10SM FEW080 BKN100 BKN250 16/11 A3017 RMK AO2 SLP217 T01560106 $,16,11,74,1538347980,10.0,60,Light winds,7,0
1359,KDTW,10000,Overcast skies,OVC,,30.17,KDTW 302153Z 03007KT 10SM FEW050 OVC100 17/12 A3017 RMK AO2 SLP219 T01720117 $,17,12,72,1538344380,10.0,30,Light winds,7,0
1360,KDTW,5000,Scattered clouds,BKN,,30.18,KDTW 302053Z 02007KT 10SM BKN050 BKN200 18/12 A3018 RMK AO2 SLP219 T01830122 56017 $,18,12,70,1538340780,10.0,20,Light winds,7,0
1361,KDTW,9000,Scattered clouds,BKN,,30.18,KDTW 301953Z 03004KT 10SM SCT040 BKN090 BKN200 18/12 A3018 RMK AO2 SLP221 T01780117 $,18,12,70,1538337180,10.0,30,Light winds,4,0
1362,KDTW,4000,Scattered clouds,BKN,,30.2,KDTW 301853Z 00000KT 10SM FEW015 BKN040 BKN060 17/12 A3020 RMK AO2 SLP226 T01720117 $,17,12,72,1538333580,10.0,0,Calm winds,0,0
1363,KDTW,4000,Scattered clouds,BKN,,30.23,KDTW 301753Z 03004KT 10SM FEW015 BKN040 OVC050 16/11 A3023 RMK AO2 SLP236 60000 T01560106 10156 20083 57012 $,16,11,74,1538329980,10.0,30,Light winds,4,0
1364,KDTW,4000,Scattered clouds,BKN,,30.24,KDTW 301653Z 04005KT 9SM FEW011 BKN040 OVC050 14/11 A3024 RMK AO2 SLP240 T01440106 $,14,11,80,1538326380,9.0,40,Light winds,5,0
1365,KDTW,4000,Scattered clouds,BKN,,30.25,KDTW 301553Z 11006KT 8SM FEW009 BKN040 OVC060 13/09 A3025 RMK AO2 SLP245 T01280094 $,13,9,81,1538322780,8.0,110,Light winds,6,0
1366,KDTW,4000,Scattered clouds,BKN,,30.26,KDTW 301542Z 10006KT 8SM SCT009 BKN040 OVC060 12/09 A3026 RMK AO2 T01220094 $,12,9,84,1538322120,8.0,100,Light winds,6,0
1367,KDTW,700,Scattered clouds,BKN,BR,30.26,KDTW 301453Z 36004KT 5SM BR BKN007 OVC040 11/09 A3026 RMK AO2 SLP248 60000 T01110089 58014 $,11,9,87,1538319180,5.0,360,Light winds,4,0
1368,KDTW,900,Raining,BKN,-RA BR,30.26,KDTW 011253Z 05004KT 5SM -RA BR BKN009 OVC050 13/11 A3026 RMK AO2 SLP246 P0014 T01330111 $,13,11,88,1538398380,5.0,50,Light winds,4,0
1369,KDTW,1000,Raining,BKN,-RA BR,30.25,KDTW 011245Z 07005KT 5SM -RA BR BKN010 OVC050 13/11 A3025 RMK AO2 P0014 T01330111 $,13,11,88,1538397900,5.0,70,Light winds,5,0
1370,KDTW,5000,Raining,BKN,-RA,30.24,KDTW 011224Z 09005KT 4SM -RA SCT040 BKN050 OVC070 13/11 A3024 RMK AO2 P0014 T01330106 $,13,11,85,1538396640,4.0,90,Light winds,5,0
1371,KDTW,4000,Raining,BKN,RA,30.25,KDTW 011204Z 13004KT 2SM RA SCT025 BKN040 OVC055 13/11 A3025 RMK AO2 TWR VIS 5 P0003 T01330106 $,13,11,85,1538395440,2.0,130,Light winds,4,0
1372,KDTW,2500,Raining,OVC,-RA,30.26,KDTW 011153Z 11005KT 5SM -RA SCT011 OVC025 13/10 A3026 RMK AO2 RAB46 SLP247 P0001 60001 70001 T01330100 10139 20122 50005 $,13,10,82,1538394780,5.0,110,Light winds,5,0
1373,KDTW,2500,Raining,OVC,-RA,30.27,KDTW 011147Z 10004KT 5SM -RA SCT011 OVC025 14/10 A3027 RMK AO2 RAB46 P0000 $,14,10,79,1538394420,5.0,100,Light winds,4,0
1374,KDTW,1400,Overcast skies,OVC,,30.27,KDTW 011053Z 04008KT 9SM SCT008 OVC014 13/10 A3027 RMK AO2 SLP251 T01330100 $,13,10,82,1538391180,9.0,40,Light winds,8,0
1375,KDTW,1400,Overcast skies,OVC,,30.27,KDTW 011040Z 03007KT 9SM SCT008 OVC014 13/10 A3027 RMK AO2 T01330100 $,13,10,82,1538390400,9.0,30,Light winds,7,0
1376,KDTW,800,Scattered clouds,BKN,,30.24,KDTW 010953Z 04010KT 8SM BKN008 OVC014 13/10 A3024 RMK AO2 SLP241 T01330100 $,13,10,82,1538387580,8.0,40,Light winds,10,0
1377,KDTW,700,Overcast skies,OVC,,30.24,KDTW 010853Z 03008KT 7SM OVC007 13/11 A3024 RMK AO2 SLP241 T01330106 53008 $,13,11,85,1538383980,7.0,30,Light winds,8,0
1378,KDTW,600,Overcast skies,OVC,,30.23,KDTW 010753Z 01008KT 8SM OVC006 13/11 A3023 RMK AO2 SLP235 T01330106 $,13,11,85,1538380380,8.0,10,Light winds,8,0
1379,KDTW,600,Overcast skies,OVC,,30.22,KDTW 010653Z 05006KT 7SM OVC006 13/11 A3022 RMK AO2 SLP232 T01330106 $,13,11,85,1538376780,7.0,50,Light winds,6,0
1380,KDTW,200,Clear skies,VV,FG,30.14,KDTW 020053Z 06004KT 1/4SM R03R/1800V2000FT FG VV002 14/13 A3014 RMK AO2 TWR VIS 1/2 SLP208 T01390128,14,13,94,1538441580,0.25,60,Light winds,4,0
1381,KDTW,200,Clear skies,VV,FG,30.15,KDTW 020014Z 04003KT 1/4SM R03R/1600V1800FT FG VV002 14/12 A3015 RMK AO2 TWR VIS 1/2 T01390122,14,12,90,1538439240,0.25,40,Calm winds,3,0
1382,KDTW,200,Clear skies,VV,FG,30.14,KDTW 020004Z 08004KT 1/4SM R03R/2000V2800FT FG VV002 14/12 A3014 RMK AO2 TWR VIS 1/2 T01390122,14,12,90,1538438640,0.25,80,Light winds,4,0
1383,KDTW,200,Clear skies,VV,BR,30.15,KDTW 012353Z 08004KT 1/2SM R03R/3000V4500FT BR VV002 14/12 A3015 RMK AO2 SFC VIS 3/4 SLP210 T01390122 10139 20133 58016,14,12,90,1538437980,0.5,80,Light winds,4,0
1384,KDTW,200,Overcast skies,OVC,BR,30.16,KDTW 012335Z 06004KT 1/2SM R03R/P6000FT BR OVC002 14/12 A3016 RMK AO2 SFC VIS 1 T01390122,14,12,90,1538436900,0.5,60,Light winds,4,0
1385,KDTW,300,Overcast skies,OVC,BR,30.16,KDTW 012311Z 05006KT 1 1/2SM BR OVC003 14/12 A3016 RMK AO2 SFC VIS 1 3/4 T01390117,14,12,88,1538435460,1.5,50,Light winds,6,0
1386,KDTW,400,Overcast skies,OVC,BR,30.17,KDTW 012253Z 09004KT 2SM BR OVC004 14/12 A3017 RMK AO2 TWR VIS 2 1/2 SLP217 T01390117,14,12,88,1538434380,2.0,90,Light winds,4,0
1387,KDTW,400,Overcast skies,OVC,BR,30.17,KDTW 012226Z 06005KT 2SM BR OVC004 13/11 A3017 RMK AO2 TWR VIS 2 1/2 T01330111,13,11,88,1538432760,2.0,60,Light winds,5,0
1388,KDTW,500,Overcast skies,OVC,BR,30.18,KDTW 012207Z 06007KT 2 1/2SM BR OVC005 13/11 A3018 RMK AO2 T01330111,13,11,88,1538431620,2.5,60,Light winds,7,0
1389,KDTW,500,Overcast skies,OVC,BR,30.18,KDTW 012153Z 06009KT 3SM BR OVC005 13/11 A3018 RMK AO2 TWR VIS 4 SLP220 T01330111,13,11,88,1538430780,3.0,60,Light winds,9,0
1390,KDTW,500,Overcast skies,OVC,HZ,30.2,KDTW 012053Z 05010KT 3SM HZ OVC005 14/11 A3020 RMK AO2 TWR VIS 4 SLP226 T01390111 58018,14,11,84,1538427180,3.0,50,Light winds,10,0
1391,KDTW,500,Overcast skies,OVC,BR,30.23,KDTW 011953Z 03009KT 3SM BR OVC005 13/11 A3023 RMK AO2 TWR VIS 4 SLP237 T01330111,13,11,88,1538423580,3.0,30,Light winds,9,0
1392,KDTW,9500,Scattered clouds,BKN,HZ,29.99,KDTW 021253Z 23012KT 5SM HZ SCT055 BKN095 OVC200 20/17 A2999 RMK AO2 RAE07 SLP155 P0000 T02000167 $,20,17,83,1538484780,5.0,230,Windy,12,0
1393,KDTW,9500,Raining,BKN,-RA BR,29.98,KDTW 021153Z 21009KT 5SM -RA BR SCT065 BKN095 OVC200 18/16 A2998 RMK AO2 RAB44 SLP153 P0000 60027 70042 T01830161 10183 20156 55011 $,18,16,88,1538481180,5.0,210,Light winds,9,0
1394,KDTW,9500,Scattered clouds,BKN,BR,29.98,KDTW 021053Z 22009KT 4SM BR SCT045 BKN095 OVC180 18/16 A2998 RMK AO2 RAE39 SLP152 P0002 T01780156 $,18,16,88,1538477580,4.0,220,Light winds,9,0
1395,KDTW,7500,Raining,BKN,-RA BR,29.98,KDTW 021027Z 23007KT 3SM -RA BR SCT045 BKN075 OVC120 18/16 A2998 RMK AO2 TWR VIS 4 P0002 T01780161 $,18,16,91,1538476020,3.0,230,Light winds,7,0
1396,KDTW,9500,Thunderstorms,OVC,RA BR,29.98,KDTW 020953Z 25005KT 1SM R03R/P6000FT RA BR FEW007 SCT045 OVC095 18/16 A2998 RMK AO2 SFC VIS 1 1/2 TSE43 SLP151 TS MOV E P0006 T01780161 $,18,16,91,1538473980,1.0,250,Light winds,5,0
1397,KDTW,2500,Thunderstorms,BKN,TSRA BR,30.01,KDTW 020913Z 19006KT 1SM R03R/P6000FT TSRA BR SCT007 BKN025CB OVC065 17/16 A3001 RMK AO2 SFC VIS 1 1/2 LTG DSNT E AND S OCNL LTGICCCCG ALQDS AND OHD TS ALQDS AND OHD MOV E P0001 T01720156 $,17,16,91,1538471580,1.0,190,Light winds,6,0
1398,KDTW,700,Thunderstorms,BKN,+TSRA BR,30.02,KDTW 020853Z 11004KT 1SM R03R/P6000FT +TSRA BR BKN007 BKN020CB OVC065 17/15 A3002 RMK AO2 SFC VIS 1 1/2 LTG DSNT E AND SW TSB45 SLP164 FRQ LTGICCCCG ALQDS AND OHD TS ALQDS AND OHD MOV E P0013 60019 T01670150 55010 $,17,15,90,1538470380,1.0,110,Light winds,4,0
1399,KDTW,700,Thunderstorms,BKN,+TSRA BR,30.03,KDTW 020847Z 00000KT 1SM R03R/P6000FT +TSRA BR BKN007 BKN020CB OVC065 17/16 A3003 RMK AO2 SFC VIS 1 1/2 LTG DSNT NE AND E AND SW TSB45 FRQ LTGICCCCG S-W TS S-W MOV E P0004 $,17,16,94,1538470020,1.0,0,Calm winds,0,0
1400,KDTW,3500,Thunderstorms,BKN,-RA BR,30.01,KDTW 020753Z 00000KT 1SM R03R/P6000FT -RA BR SCT002 BKN035 OVC080 18/16 A3001 RMK AO2 SFC VIS 3 LTG DSNT NE AND W TSE50 SLP161 OCNL LTGICCC DSNT NE-S TS MOV E CB DSNT NE-S MOV E P0006 T01780156 $,18,16,88,1538466780,1.0,0,Calm winds,0,0
1401,KDTW,3500,Thunderstorms,BKN,-TSRA BR,30.02,KDTW 020710Z 22004KT 1SM R03R/P6000FT -TSRA BR SCT002 BKN035CB OVC080 18/16 A3002 RMK AO2 SFC VIS 1 1/2 OCNL LTGICCC NE-S TS NE-S MOV E P0002 T01780161 $,18,16,91,1538464200,1.0,220,Light winds,4,0
1402,KDTW,200,Thunderstorms,BKN,-TSRA BR,30.02,KDTW 020657Z 15006KT 1SM R03R/5500VP6000FT -TSRA BR BKN002 OVC045CB 17/15 A3002 RMK AO2 OCNL LTGICCC NE-SE TS NE-SE MOV E P0001 T01670150 $,17,15,90,1538463420,1.0,150,Light winds,6,0
1403,KDTW,500,Thunderstorms,BKN,-TSRA BR,30.03,KDTW 020653Z VRB03KT 1SM R03R/6000VP6000FT -TSRA BR BKN005 OVC045CB 17/16 A3003 RMK AO2 RAB20 TSB16 SLP169 OCNL LTGICCC NE-SE TS NE-SE MOV E P0000 T01670156,17,16,94,1538463180,1.0,0,Calm winds,3,0
1404,KDTW,2000,Overcast skies,OVC,,30.1,KDTW 030053Z 01006KT 10SM SCT012 OVC020 16/13 A3010 RMK AO2 SLP191 T01610128,16,13,82,1538527980,10.0,10,Light winds,6,0
1405,KDTW,2500,Overcast skies,OVC,,30.08,KDTW 022353Z 36007KT 10SM FEW015 OVC025 17/13 A3008 RMK AO2 SLP184 T01670128 10228 20167 53017,17,13,79,1538524380,10.0,360,Light winds,7,0
1406,KDTW,2500,Overcast skies,OVC,,30.06,KDTW 022253Z 34007KT 10SM OVC025 18/13 A3006 RMK AO2 SLP177 T01830128,18,13,72,1538520780,10.0,340,Light winds,7,0
1407,KDTW,2800,Scattered clouds,BKN,,30.04,KDTW 022153Z 30009KT 10SM BKN028 OVC035 19/13 A3004 RMK AO2 SLP170 T01890133,19,13,72,1538517180,10.0,300,Light winds,9,0
1408,KDTW,2800,Scattered clouds,BKN,,30.04,KDTW 022141Z 31010KT 10SM BKN028 OVC035 19/13 A3004 RMK AO2 T01940133,19,13,70,1538516460,10.0,310,Light winds,10,0
1409,KDTW,3500,Overcast skies,OVC,,30.03,KDTW 022053Z 29012KT 10SM SCT020 OVC035 20/14 A3003 RMK AO2 SLP167 T02000139 53005,20,14,70,1538513580,10.0,290,Windy,12,0
1410,KDTW,3100,Scattered clouds,BKN,,30.02,KDTW 021953Z 31011KT 10SM BKN031 BKN048 BKN200 21/16 A3002 RMK AO2 WSHFT 1916 SLP164 T02110156,21,16,73,1538509980,10.0,310,Windy,11,0
1411,KDTW,3100,Scattered clouds,BKN,,30.01,KDTW 021936Z 32012KT 10SM BKN031 BKN048 BKN200 21/15 A3001 RMK AO2 WSHFT 1916 T02110150,21,15,70,1538508960,10.0,320,Windy,12,0
1412,KDTW,3100,Scattered clouds,BKN,,30.01,KDTW 021853Z 26013KT 10SM BKN031 BKN048 BKN200 22/15 A3001 RMK AO2 SLP159 T02220150,22,15,66,1538506380,10.0,260,Windy,13,0
1413,KDTW,3100,Scattered clouds,BKN,,30.01,KDTW 021753Z 26011G19KT 10SM SCT019 BKN031 BKN048 BKN200 22/16 A3001 RMK AO2 SLP161 60000 T02220156 10228 20183 51007,22,16,68,1538502780,10.0,260,Windy,11,19
1414,KDTW,2600,Scattered clouds,BKN,,30.02,KDTW 021723Z 28015G20KT 10SM SCT014 BKN026 OVC048 21/16 A3002 RMK AO2 T02110161,21,16,75,1538500980,10.0,280,Windy,15,20
1415,KDTW,3100,Scattered clouds,BKN,,30.01,KDTW 021653Z 28014KT 10SM SCT014 BKN031 OVC048 22/17 A3001 RMK AO2 RAE24 SLP161 P0000 T02170167,22,17,75,1538499180,10.0,280,Windy,14,0
1416,KDTW,1500,Overcast skies,OVC,,30.08,KDTW 031253Z 11006KT 9SM OVC015 15/12 A3008 RMK AO2 SLP185 T01500117,15,12,82,1538571180,9.0,110,Light winds,6,0
1417,KDTW,1700,Overcast skies,OVC,,30.07,KDTW 031153Z 10004KT 10SM OVC017 14/11 A3007 RMK AO2 SLP183 T01440111 10144 20139 56008,14,11,82,1538567580,10.0,100,Light winds,4,0
1418,KDTW,2000,Overcast skies,OVC,,30.08,KDTW 031053Z 11004KT 10SM OVC020 14/12 A3008 RMK AO2 SLP186 T01440117,14,12,85,1538563980,10.0,110,Light winds,4,0
1419,KDTW,2000,Overcast skies,OVC,,30.09,KDTW 030953Z 14004KT 10SM OVC020 14/12 A3009 RMK AO2 SLP187 T01440117,14,12,85,1538560380,10.0,140,Light winds,4,0
1420,KDTW,2000,Overcast skies,OVC,,30.1,KDTW 030853Z 09003KT 10SM OVC020 14/11 A3010 RMK AO2 SLP190 T01440111 57009,14,11,82,1538556780,10.0,90,Calm winds,3,0
1421,KDTW,2000,Overcast skies,OVC,,30.11,KDTW 030753Z 11005KT 10SM FEW008 OVC020 14/12 A3011 RMK AO2 SLP193 T01440117,14,12,85,1538553180,10.0,110,Light winds,5,0
1422,KDTW,2000,Overcast skies,OVC,,30.12,KDTW 030653Z 09003KT 8SM FEW008 OVC020 14/12 A3012 RMK AO2 SLP197 T01440117,14,12,85,1538549580,8.0,90,Calm winds,3,0
1423,KDTW,2000,Overcast skies,OVC,,30.13,KDTW 030553Z 07004KT 10SM FEW008 OVC020 14/12 A3013 RMK AO2 SLP200 T01440117 10167 20144 56002,14,12,85,1538545980,10.0,70,Light winds,4,0
1424,KDTW,2000,Overcast skies,OVC,,30.13,KDTW 030549Z 07004KT 9SM FEW008 OVC020 14/12 A3013 RMK AO2,14,12,89,1538545740,9.0,70,Light winds,4,0
1425,KDTW,2500,Overcast skies,OVC,,30.13,KDTW 030453Z 06005KT 10SM FEW010 OVC025 15/12 A3013 RMK AO2 SLP201 T01500117 402280150,15,12,82,1538542380,10.0,60,Light winds,5,0
1426,KDTW,2500,Overcast skies,OVC,,30.13,KDTW 030353Z 02005KT 10SM SCT010 OVC025 15/12 A3013 RMK AO2 SLP202 T01500117,15,12,82,1538538780,10.0,20,Light winds,5,0
1427,KDTW,2500,Overcast skies,OVC,,30.13,KDTW 030253Z 35005KT 10SM FEW015 OVC025 16/12 A3013 RMK AO2 SLP202 T01560117 51018,16,12,79,1538535180,10.0,350,Light winds,5,0
1428,KDTW,22000,Scattered clouds,SCT,,29.84,KDTW 040053Z 18011KT 10SM SCT220 24/18 A2984 RMK AO2 SLP102 T02440178,24,18,69,1538614380,10.0,180,Windy,11,0
1429,KDTW,22000,Scattered clouds,SCT,,29.83,KDTW 032353Z 16010KT 9SM FEW140 SCT220 24/18 A2983 RMK AO2 SLP099 T02390178 10250 20233 56020,24,18,71,1538610780,9.0,160,Light winds,10,0
