,ident,aircrafttype,filed_ete,filed_time,filed_departuretime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,route,actualdeparturetime,estimatedarrivaltime,actualarrivaltime,diverted,origin,destination,originName,originCity,destinationName,destinationCity
DAL2062,DAL2062,A321,02:04:00,1537573903,1537571280,455,,350,TWINZ040024 WLSTN RUBKI SIKBO AHPAH HANKK PONCT JFUND2,1537572660,1537581085,1537581085,,KMSP,KBOS,Minneapolis/St Paul Intl,"Minneapolis, MN",Boston Logan Intl,"Boston, MA"
DAL2062,DAL2062,A321,02:39:00,1537492751,1537484880,460,,350,FRM251005 IOW OBK J94 FNT DERLO Q935 PONCT JFUND2,1537491455,1537500791,1537500791,,KMSP,KBOS,Minneapolis/St Paul Intl,"Minneapolis, MN",Boston Logan Intl,"Boston, MA"
DAL2062,DAL2062,A321,02:04:00,1537399734,1537398480,459,,228,TWINZ056037 WLSTN PONCT JFUND2,1537398378,1537406552,1537406552,,KMSP,KBOS,Minneapolis/St Paul Intl,"Minneapolis, MN",Boston Logan Intl,"Boston, MA"
DAL1537,DAL1537,B739,03:08:00,1538371567,1538607900,354,,0,,0,1538619180,0,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,03:08:00,1538285157,1538521500,471,,320,SCHEP9 OBH MCK HGO ALS J102 GUP EAGUL6,0,1538532780,0,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:56:00,1538436598,1538435100,468,,320,SCHEP9 ONL PUB GUP EAGUL6,1538435569,1538445960,1538445960,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:40:00,1538350355,1538348940,472,,320,SCHEP9 OBH MCK HGO ALS J102 GUP EAGUL6,1538349408,1538360008,1538360008,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:37:00,1538263817,1538262540,472,,320,SCHEP9 OBH MCK HGO ALS GUP EAGUL6,1538262918,1538272800,1538272800,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:36:00,1538178431,1538176140,466,,340,MKT355019 GUP EAGUL6,1538177566,1538187525,1538187525,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:46:00,1537853148,1538089740,460,,340,SCHEP9 OBH MCK HGO ALS J102 GUP EAGUL6,1538090053,1538100041,1538100041,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:36:00,1537766748,1538003340,469,,280,SCHEP9 OBH MCK HGO ALS J102 GUP EAGUL6,1538003654,1538012849,1538012849,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:50:00,1537918259,1537916940,471,,340,SCHEP9 ONL BOKKI LBF HGO PUB ALS J102 GUP EAGUL6,1537917178,1537927785,1537927785,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:45:00,1537831648,1537830540,472,,300,SCHEP9 ONL PUB ALS J102 GUP EAGUL6,1537830703,1537841237,1537841237,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:46:00,1537745938,1537744140,468,,320,FRM290034 GUP EAGUL6,1537744606,1537754920,1537754920,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:41:00,1537659267,1537657740,468,,320,MKT339017 OBH MCK HGO PUB GUP EAGUL6,1537658173,1537668300,1537668300,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:50:00,1537573288,1537571340,473,,300,MKT347018 LBF HGO PUB GUP EAGUL6,1537571623,1537581493,1537581493,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,01:58:00,1537491456,1537484940,472,,340,MKT015010 GLD PUB ALS GUP EAGUL6,1537490415,1537500721,1537500721,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL1537,DAL1537,B739,02:59:00,1537401867,1537398540,484,,280,AXN215057 SNY PUB ALS GUP EAGUL6,1537400153,1537411041,1537411041,,KMSP,KPHX,Minneapolis/St Paul Intl,"Minneapolis, MN",Phoenix Sky Harbor Intl,"Phoenix, AZ"
DAL9936,DAL9936,MD90,02:01:00,1538410600,1538403900,440,,370,IFI TUL J46 ARG MSL RQZ JKSON GLAVN1,1538409960,1538417588,1538417588,,KAMA,KATL,Amarillo Intl,"Amarillo, TX",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL9936,DAL9936,B752,01:19:00,1538237204,1538318400,456,,390,LSU Q24 IRUBE SHYRE GNDLF2,1538317260,1538321861,1538321861,,KCWF,KATL,Chennault Intl,"Lake Charles, LA",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL9936,DAL9936,B752,01:14:00,1538309740,1538309400,466,,380,POUNC2 STEIT MEI LCH,1538309071,1538314200,1538314200,,KATL,KCWF,Hartsfield-Jackson Intl,"Atlanta, GA",Chennault Intl,"Lake Charles, LA"
DAL9936,DAL9936,A321,01:54:00,1538263669,1538262600,445,,390,ZMBRO7 ODI J30 BRIBE ENL PLESS J45 TINGS BNA NEWBB IHAVE MTHEW CHPPR1,1538262860,1538269680,1538269680,,KMSP,KATL,Minneapolis/St Paul Intl,"Minneapolis, MN",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL9936,DAL9936,B752,01:01:00,1538046340,1538133000,467,,350,JAG6 MATEO YULEE CHESN LAIRI LARZZ JJEDI2,1538135733,1538139265,1538139265,,KMCO,KATL,Orlando Intl,"Orlando, FL",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL9936,DAL9936,MD90,01:53:00,1538044377,1538070000,437,,370,RUGGD1 OCS J107 DDY J158 RAP J82 FSD SSWAN TORGY3,1538073660,1538080947,1538080947,,KSLC,KMSP,Salt Lake City Intl,"Salt Lake City, UT",Minneapolis/St Paul Intl,"Minneapolis, MN"
DAL9936,DAL9936,A320,00:43:00,1537961994,1537972800,259,,20,JFK,1537974625,1537975392,1537975392,,KJFK,KLGA,John F Kennedy Intl,"New York, NY",LaGuardia,"New York, NY"
DAL9936,DAL9936,A320,00:30:00,1537833249,1537841400,413,,210,MERIT ROBUC3,1537846260,1537848219,1537848219,,KLGA,KBOS,LaGuardia,"New York, NY",Boston Logan Intl,"Boston, MA"
DAL9936,DAL9936,A319,01:17:00,1537491043,1537577700,456,,370,LSU GCV LGC4,1537574946,1537579792,1537579792,,KCWF,KATL,Chennault Intl,"Lake Charles, LA",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL9936,DAL9936,B738,01:52:00,1537442245,1537452600,460,,380,RBV J230 SAAME J6 COLNS GAVNN4,0,1537460700,0,,KJFK,KCVG,John F Kennedy Intl,"New York, NY",Cincinnati/Northern Kentucky International Airport,"Hebron, KY"
DAL9936,DAL9936,B738,01:29:00,1537455919,1537452600,248,,0,3849N/08030W BRUSH GAVNN4,1537455254,1537460342,1537460342,,KJFK,KCVG,John F Kennedy Intl,"New York, NY",Cincinnati/Northern Kentucky International Airport,"Hebron, KY"
DAL9936,DAL9936,MD88,01:14:00,1537322334,1537347300,448,,330,EAONE SPA AVERY FLASK J48 CSN,1537347060,1537351664,1537351664,,KATL,KIAD,Hartsfield-Jackson Intl,"Atlanta, GA",Washington Dulles Intl,"Washington, DC"
DAL9936,DAL9936,B752,01:17:00,1537315656,1537312200,466,,390,LSU290011 PAYTN MGM LGC4,1537313940,1537318564,1537318564,,KCWF,KATL,Chennault Intl,"Lake Charles, LA",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL1468,DAL1468,B753,03:37:00,1538371567,1538609880,369,,0,,0,1538622900,0,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B753,03:30:00,1538285157,1538523480,463,,340,SCHEP9 ONL BOKKI LBF J10 FQF J128 TBC JASSE Q90 DNERO ANJLL4,0,1538535955,0,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B753,03:25:00,1538438504,1538437080,468,,320,MKT320015 OBH HCT HBU TBC JASSE Q90 DNERO ANJLL4,1538437424,1538449722,0,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:22:00,1538263697,1538262420,472,,320,MKT352019 OBH MCK HGO MONRK UNLAP TBC JASSE Q90 DNERO ANJLL4,1538262795,1538274812,1538274812,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:21:00,1538177327,1538176020,466,,340,FRM008049 LBF J10 FQF CEZ TBC JASSE Q90 DNERO ANJLL4,1538176470,1538188671,1538188671,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:21:00,1537853148,1538089620,463,,340,SCHEP9 ONL BOKKI LBF J10 FQF J128 TBC JASSE Q90 DNERO ANJLL4,1538090273,1538102255,1538102255,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B738,03:13:00,1537766748,1538003220,458,,340,SCHEP9 ONL J148 CYS EKR HVE PROMT Q88 HAKMN ANJLL4,1538003856,1538015293,1538015293,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B738,03:30:00,1537680365,1537916820,464,,360,DWN7 ABR TRYAL EKR HVE PROMT Q88 HAKMN ANJLL4,1537917000,1537929683,1537929683,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B738,03:30:00,1537831402,1537830420,469,,300,FRM001043 SNY J100 EKR HVE PROMT Q88 HAKMN ANJLL4,1537830489,1537843020,1537843020,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:25:00,1537745489,1537744020,468,,320,MKT313018 LBF J10 FQF J128 TBC JASSE Q90 DNERO ANJLL4,1537744400,1537756550,1537756550,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:21:00,1537658336,1537657620,468,,320,MKT307016 ONL BOKKI LBF J10 HBU TBC JASSE Q90 DNERO ANJLL4,1537657318,1537669342,1537669342,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:16:00,1537573338,1537571220,473,,300,SCHEP9 ONL J148 CYS EKR HVE PROMT Q88 HAKMN ANJLL4,1537571236,1537583119,1537583119,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B739,03:29:00,1537491382,1537484820,475,,340,AXN165060 BFF J157 LAR CHE EKR HVE PROMT Q88 HAKMN ANJLL4,1537490249,1537502813,1537502813,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B738,03:36:00,1537400068,1537398420,479,,300,DWN7 ABR J158 RAP CYS EKR HVE PROMT Q88 HAKMN ANJLL4,1537399178,1537412543,1537412543,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1468,DAL1468,B738,03:23:00,1537316945,1537312020,463,,360,FRM349036 OBH MCK HGO RSK J64 TBC JASSE Q90 DNERO ANJLL4,1537312040,1537324393,1537324393,,KMSP,KLAX,Minneapolis/St Paul Intl,"Minneapolis, MN",Los Angeles Intl,"Los Angeles, CA"
DAL1635,DAL1635,B712,01:58:00,1538371567,1538614260,345,,0,,0,1538621340,0,,KATL,KHPN,Hartsfield-Jackson Intl,"Atlanta, GA",Westchester County,"White Plains, NY"
DAL1635,DAL1635,B712,01:55:00,1538285157,1538527860,450,,330,PHIIL2 GRD Q64 TYI J209 SAWED J121 SIE BOUNO4,0,1538534799,0,,KATL,KHPN,Hartsfield-Jackson Intl,"Atlanta, GA",Westchester County,"White Plains, NY"
DAL1635,DAL1635,B712,01:55:00,1538198748,1538441460,448,,350,PHIIL2 GRD Q64 TYI J209 SAWED J121 SIE BOUNO4,1538441520,1538448480,0,,KATL,KHPN,Hartsfield-Jackson Intl,"Atlanta, GA",Westchester County,"White Plains, NY"
DAL1635,DAL1635,B738,02:13:00,1538112352,1538348400,464,,340,ORSKY1 FOD MCI TUL J87 CVE WINDU SEWZY4,1538348220,1538356117,1538356117,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:10:00,1538263669,1538262000,462,,340,ORSKY1 FOD MCI J25 TUL MLC BYP WINDU SEWZY4,1538262711,1538270400,1538270400,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:10:00,1538177338,1538175600,464,,340,ORSKY1 FOD MCI TUL OKM BYP WINDU SEWZY4,1538176091,1538183919,1538183919,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:06:00,1537853148,1538089200,467,,260,ORSKY1 FOD STJ TUL J87 CVE WINDU SEWZY4,1538089080,1538096920,1538096920,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:15:00,1537766748,1538002800,460,,280,ORSKY1 FOD STJ TUL J87 CVE WINDU SEWZY4,1538002960,1538011339,1538011339,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:19:00,1537917282,1537916400,465,,360,ORSKY1 FOD STJ TUL J87 CVE WINDU SEWZY4,1537916336,1537924839,1537924839,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:14:00,1537831215,1537830000,464,,340,ORSKY1 FOD DSM LMN MCI TUL J87 CVE WINDU SEWZY4,1537830060,1537838100,1537838100,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:09:00,1537744848,1537743600,461,,340,FOD356056 CVE WINDU SEWZY4,1537743687,1537751746,1537751746,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:14:00,1537421157,1537657200,461,,340,ORSKY1 FOD STJ TUL J87 CVE WINDU SEWZY4,1537657920,1537666080,1537666080,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:29:00,1537572274,1537570800,473,,300,ORSKY1 OVR PWE ICT SPS ABI DILLO LAIKS2,1537570747,1537579513,1537579513,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:19:00,1537486804,1537484400,470,,350,RST1 ALO IRK J87 TUL J25 FUZ WINDU SEWZY4,1537485516,1537493760,1537493760,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
DAL1635,DAL1635,A320,02:13:00,1537401911,1537398000,470,,340,RST1 ALO IRK FSM WINDU SEWZY4,1537400709,1537408688,1537408688,,KMSP,KAUS,Minneapolis/St Paul Intl,"Minneapolis, MN",Austin-Bergstrom Intl,"Austin, TX"
SKW3852,SKW3852,E75L,01:36:00,1538371577,1538585640,217,,0,,0,1538591400,0,,KBOI,KSEA,Gowen Field,"Boise, ID",Seattle-Tacoma Intl,"Seattle, WA"
SKW3852,SKW3852,E170,01:36:00,1538285160,1538499240,411,,300,BOI LICKS PREIS PDT CHINS3,0,1538505000,0,,KBOI,KSEA,Gowen Field,"Boise, ID",Seattle-Tacoma Intl,"Seattle, WA"
SKW3852,SKW3852,E75L,01:13:00,1538417056,1538412840,403,,300,LICKS PREIS PDT CHINS3,1538416016,1538420583,1538420583,,KBOI,KSEA,Gowen Field,"Boise, ID",Seattle-Tacoma Intl,"Seattle, WA"
SKW3852,SKW3852,CRJ9,02:17:00,1538025956,1538262300,446,,360,ORSKY1 FOD MCI J25 TUL J87 CVE DRLLR5,1538262658,1538270580,1538270760,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:20:00,1537939571,1538175900,446,,360,ORSKY1 FOD MCI J25 TUL J87 CVE DRLLR5,1538177930,1538186159,1538186159,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:16:00,1537853159,1538089500,444,,360,ORSKY1 FOD MCI J25 TUL J87 CVE DRLLR5,1538090940,1538099340,1538099349,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:34:00,1537766748,1538003100,444,,340,ORSKY1 FOD MCI J25 TUL J87 CVE DRLLR5,1538011305,1538020260,1538020260,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:32:00,1537918082,1537916700,452,,340,MKT073006 FOD MCI J25 TUL J87 CVE DRLLR5,1537917162,1537926300,1537926300,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:21:00,1537832032,1537830300,445,,360,FRM053013 TUL J87 CVE DRLLR5,1537831051,1537839620,1537839620,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:23:00,1537745617,1537743900,446,,360,ORSKY1 FOD MCI J25 TUL J87 CVE DRLLR5,1537744572,1537753205,1537753205,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:17:00,1537658849,1537657500,449,,340,ORSKY1 FOD MCI J25 TUL J87 CVE DRLLR5,1537657660,1537665780,1537665780,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:28:00,1537574541,1537571100,452,,340,FRM041021 FOD KK57E PER MQP GUSHR3,1537573536,1537583959,1537583959,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
SKW3852,SKW3852,CRJ9,02:23:00,1537490236,1537484700,458,,340,FRM131004 FRM193009 TUL J87 CVE DRLLR5,1537489078,1537497782,1537497782,,KMSP,KIAH,Minneapolis/St Paul Intl,"Minneapolis, MN",Houston Bush Int'ctl,"Houston, TX"
DAL1411,DAL1411,A319,03:36:00,1538371567,1538627100,370,,0,,0,1538640060,0,,KSEA,PAFA,Seattle-Tacoma Intl,"Seattle, WA",Fairbanks Intl,"Fairbanks, AK"
DAL1411,DAL1411,A319,03:36:00,1538285157,1538540700,370,,0,,0,1538553660,0,,KSEA,PAFA,Seattle-Tacoma Intl,"Seattle, WA",Fairbanks Intl,"Fairbanks, AK"
DAL1411,DAL1411,A319,03:28:00,1538198748,1538454300,461,,340,BANGR9 ARRIE ANN J502 HOODS J502 AYZOL RDFLG HRDNG2,0,1538466780,0,,KSEA,PAFA,Seattle-Tacoma Intl,"Seattle, WA",Fairbanks Intl,"Fairbanks, AK"
DAL1411,DAL1411,B739,03:17:00,1538350336,1538348940,473,,300,GEP198011 ZOGAP SMERF7 SMERF MLS HLN JKNOX HHOOD4,1538349426,1538361191,1538361191,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:13:00,1538263550,1538262540,472,,320,SMERF7 SMERF MLS HLN LTJ YENTL HHOOD4,1538262641,1538275345,1538275345,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:15:00,1538176940,1538176140,469,,320,SMERF7 SMERF MLS HLN LTJ YENTL HHOOD4,1538176078,1538188395,1538188395,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:13:00,1537853148,1538089740,461,,340,SMERF7 SMERF FAHTU WILTN LWT HLN JKNOX HHOOD4,1538089672,1538101980,1538101980,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:13:00,1537766748,1538003340,457,,340,SMERF7 SMERF Q146 KIXCO MLS CONUK BIL DLN LKT DNJ JKNOX HHOOD4,1538003696,1538015160,1538015160,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:04:00,1537919698,1537916940,468,,340,AXN142048 HLN JKNOX HHOOD4,1537918768,1537929660,1537929660,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:03:00,1537831837,1537830540,468,,320,RWF034054 DIK J70 LWT HLN JKNOX HHOOD4,1537830864,1537841813,1537841813,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:09:00,1537745050,1537744140,468,,320,AXN148056 HLN JKNOX HHOOD4,1537744112,1537755507,1537755507,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B738,03:15:00,1537658290,1537657740,463,,340,DWN7 ABR J90 HLN JKNOX HHOOD4,1537657461,1537669798,1537669798,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:11:00,1537572723,1537571340,471,,320,DWN7 ABR J90 HLN JKNOX HHOOD4,1537571765,1537583891,1537583891,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:10:00,1537491895,1537484940,478,,320,RWF039059 HLN JKNOX HHOOD4,1537490782,1537502690,1537502690,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL1411,DAL1411,B739,03:25:00,1537400545,1537398540,477,,320,DWN7 ABR SHELA HLN JKNOX HHOOD4,1537399473,1537411047,1537411047,,KMSP,KPDX,Minneapolis/St Paul Intl,"Minneapolis, MN",Portland Intl,"Portland, OR"
DAL10,DAL10,B763,07:42:00,1538371567,1538607780,453,,0,,0,1538635500,0,,KMSP,EGLL,Minneapolis/St Paul Intl,"Minneapolis, MN",London Heathrow,"London, England"
DAL10,DAL10,MD90,01:39:00,1538371567,1538595780,358,,0,,0,1538601720,0,,KDEN,KMSP,Denver Intl,"Denver, CO",Minneapolis/St Paul Intl,"Minneapolis, MN"
DAL10,DAL10,B763,07:01:00,1538285156,1538521380,452,,350,WLSTN7 WLSTN SSM MOFAT UAC YYR JANJO NATT PIKIL NATT SOVED NIBOG KELLY UL10 WAL UY53 NUGRA,0,1538546425,0,,KMSP,EGLL,Minneapolis/St Paul Intl,"Minneapolis, MN",London Heathrow,"London, England"
DAL10,DAL10,MD90,01:39:00,1538285156,1538509380,457,,350,YOKES6 CHICI HAAND ONL FSD SSWAN TORGY3,0,1538515320,0,,KDEN,KMSP,Denver Intl,"Denver, CO",Minneapolis/St Paul Intl,"Minneapolis, MN"
DAL10,DAL10,B763,07:06:00,1538436568,1538434980,452,,270,TWINZ333013 SAW YTS NM ROBBE LOMSI NATS ERAKA NATS ETSOM GOW UL612 LAKEY NUGRA,1538435605,1538460540,0,,KMSP,EGLL,Minneapolis/St Paul Intl,"Minneapolis, MN",London Heathrow,"London, England"
DAL10,DAL10,M90,01:20:00,1538198748,1538422980,451,,310,YOKES6 CHICI HAAND ONL SSWAN TORGY3,1538423100,1538428140,1538428140,,KDEN,KMSP,Denver Intl,"Denver, CO",Minneapolis/St Paul Intl,"Minneapolis, MN"
DAL10,DAL10,B763,07:04:00,1538350070,1538348580,450,,266,MSP064077 BAREE N505A RIKAL NATX RESNO NATX NETKI LIFFY Q37 MALUD Q38 NUGRA,1538349201,1538375268,1538375268,,KMSP,EGLL,Minneapolis/St Paul Intl,"Minneapolis, MN",London Heathrow,"London, England"
DAL10,DAL10,B739,01:21:00,1538338660,1538337960,454,,370,CYS101047 CHICI SSWAN TORGY3,1538337820,1538342726,1538342726,,KDEN,KMSP,Denver Intl,"Denver, CO",Minneapolis/St Paul Intl,"Minneapolis, MN"
DAL10,DAL10,B763,06:50:00,1538263530,1538262180,452,,330,GEP090031 SSM 4700N/08000W 5000N/07000W 5200N/06000W LOMSI NATV RESNO NATV NETKI BAKUR N546 STU UP2 BEDEK,1538262549,1538287680,1538287680,,KMSP,EGLL,Minneapolis/St Paul Intl,"Minneapolis, MN",London Heathrow,"London, England"
DAL10,DAL10,M90,01:21:00,1538025956,1538251560,453,,310,YOKES6 CHICI HAAND ONL FSD SSWAN TORGY3,1538251680,1538256884,1538256884,,KDEN,KMSP,Denver Intl,"Denver, CO",Minneapolis/St Paul Intl,"Minneapolis, MN"
DAL10,DAL10,B763,07:04:00,1538177153,1538175780,454,,251,GEP074032 SSM BAREE N505A RIKAL NATY DOGAL NATY BEXET BAKUR N546 STU UP2 BEDEK,1538176199,1538202980,1538202980,,KMSP,EGLL,Minneapolis/St Paul Intl,"Minneapolis, MN",London Heathrow,"London, England"
DAL10,DAL10,B739,01:22:00,1538168522,1538165160,456,,350,BFF178056 CHICI SSWAN TORGY3,1538165622,1538170634,1538170634,,KDEN,KMSP,Denver Intl,"Denver, CO",Minneapolis/St Paul Intl,"Minneapolis, MN"
